meet_hnd,venue_state,name,date
7845,CA,Palomar Cross Country Invitational,2015-09-11
8040,CA,Fresno State Invite,2015-09-11
8600,CA,Fresno JC XC Invitational,2015-09-11
7734,AR,Lois Davis Invitational,2015-09-11
7748,AL,Azalea City Classic,2015-09-11
7528,WV,Seaton Invite,2015-09-12
8647,WV,Bethany Invitational,2015-09-12
8627,WI,UW-Parkside Midwest Open - Women,2015-09-12
8633,WI,UW-Parkside Midwest Open - Men,2015-09-12
7678,WI,Ken Weidt Classic,2015-09-12
8241,WA,CWU XC Inv. @ Apple Ridge Run,2015-09-12
8645,VT,Castleton College Cross Country Invitational,2015-09-12
8010,VA,JMU Cross Country Open,2015-09-12
7725,TX,Southland Conference Cross Country Preview,2015-09-12
8632,TX,OLLU Invitational,2015-09-12
8637,TX,Ken Garland Invitational,2015-09-12
7787,TN,Freed Speed Open,2015-09-12
8618,SD,2015 DSU Herb Blakely Invitational,2015-09-12
8617,SC,Furman XC Classic,2015-09-12
7924,SC,College of Charleston Invitational,2015-09-12
8642,RI,2015 Shawn M. Nassaney Memorial Invitiational,2015-09-12
8623,PA,Flatlander Quad,2015-09-12
8630,PA,Cougar Classic,2015-09-12
8138,PA,6th Annual Coach Achtzehn Classic,2015-09-12
8626,PA,2015 Philadelphia Metropolitan XC Invitational,2015-09-12
8624,PA,2015 Blue Jay Alumni Challenge,2015-09-12
8615,OH,NCAC Preview,2015-09-12
8004,NY,UB Stampede XC Invite,2015-09-12
8635,NY,Stony Brook University Cross Country Invitational - 2,2015-09-12
8691,NY,Steven Warde,2015-09-12
8233,NY,Saratoga Invitational,2015-09-12
8634,NY,Fordham University Fiasco XC Invational,2015-09-12
7676,NY,25th Annual Oswego State Invitational,2015-09-12
7880,NY,12th Annual Oneonta Airfield Invitational,2015-09-12
8188,NH,2015 Dartmouth XC Invitational,2015-09-12
8683,NE,Chadron State  Open,2015-09-12
8631,NC,Elon XC Invitational,2015-09-12
8614,NC,Bull City Classic,2015-09-12
7749,MI,Chris Yanni Laker Invitational,2015-09-12
7720,MI,Calvin Invite 2015,2015-09-12
8619,MI,29th Annual Detroit Titan Invitational,2015-09-12
8658,MI,29th Annual  Womens Detroit Titan Invitational,2015-09-12
8406,ME,2015 Bowdoin Cross Country  Invitational #1,2015-09-12
8136,MD,Mustang Stampede,2015-09-12
8144,MD,2015 Salty Dog Invitational,2015-09-12
7857,MD,2015 Navy Invitational,2015-09-12
8000,MA,2015 UMass Minuteman XC Invitational,2015-09-12
8203,MA,2015 Smith Co-Ed XC Invitational,2015-09-12
8616,LA,Allstate Sugar Bowl Cross Country Festivial,2015-09-12
8011,KY,Kentucky Bluegrass Cross Country Invitational,2015-09-12
9218,KY,Centre-Kentucky State Dual Meet,2015-09-12
8629,KY,Centre Invitational,2015-09-12
8622,IA,Luther All-American Invitational,2015-09-12
8660,IA,Fifth Seasons Duel,2015-09-12
8646,IA,54th Les Duke Invitational,2015-09-12
8533,HI,Hawaii Pacific University Invitational,2015-09-12
8181,FL,UCF Cross Country Invitational ,2015-09-12
8299,DE,2015 DSU Hornet Invitational,2015-09-12
8152,DE,2015 Delaware Invitational,2015-09-12
8293,CT,Trinity College Bantam XC Invitational,2015-09-12
8625,CA,UC Riverside Invitational,2015-09-12
7785,CA,Humboldt Invite,2015-09-12
8638,AL,UAH/Earl Jacoby Memorial,2015-09-12
8388,NY,College of Staten Island Invitational,2015-09-13
9087,NH,Mayflower Kickoff Meet,2015-09-13
8708,CA,Speedway Meadows Dual,2015-09-17
7797,VA,William & Mary Invitational,2015-09-18
8135,VA,Virginia Tech Alumni Invitational,2015-09-18
8378,TX,Hardin-Simmons University Cowboy Classic,2015-09-18
8656,TX,ACU Wildcats Invitational,2015-09-18
8718,PR,1ra Clasificatoria Sistema U.P.R.,2015-09-18
8746,PA,SRU Cross Country Invt,2015-09-18
8714,PA,2015 Main Line Invitational,2015-09-18
8811,OR,CCC Preview Meet,2015-09-18
8717,NC,ECU Pirates Invitational,2015-09-18
8771,NC,Chick-Fil-A Invitational CC Meet,2015-09-18
8715,NC,adidas XC Challenge,2015-09-18
7663,MI,2015 Spartan Invitational ,2015-09-18
8716,ME,Maine and New Hampshire Dual Meet,2015-09-18
7953,IN,National Catholic Cross Country Invitational,2015-09-18
8711,IN,2015 Indiana Intercollegiate Championships,2015-09-18
8104,CT,Wesleyan Invitational Xc Meet,2015-09-18
7962,CA,SoCal Preview Meet,2015-09-18
8744,CA,Aztec Invite,2015-09-18
8121,AZ,2015 DAVE MURRAY XC INVITATIONAL,2015-09-18
8736,WV,Mountain East Conference Preview Meet,2015-09-19
8384,WI,Tom Hoffman Invitational ,2015-09-19
8571,WI,Beloit Olde English,2015-09-19
7756,WA,Sundodger Invitational (D-I Only),2015-09-19
8738,WA,Erik Anderson Invitational,2015-09-19
8735,VT,Johnson State College Cross-Country Run Invitational,2015-09-19
8734,VT,Aldrich Cross-Country Run Invitational,2015-09-19
7984,VA,Maroon Invitational,2015-09-19
8272,TX,Gerald Richey Cross Country Invitational,2015-09-19
8980,TX,East Texas Invitational,2015-09-19
8333,TX,Buffalo Stampede,2015-09-19
8729,TN,Commodore Classic,2015-09-19
8581,TN,Carson Newman Duel Meet,2015-09-19
7789,SC,32nd Winthrop/ADIDAS XC Invitational 2015,2015-09-19
8720,PA,Saint Vincent College Invitational,2015-09-19
8777,PA,Penn State Abington XC Invitational,2015-09-19
8636,PA,Lafayette - Lehigh Dual,2015-09-19
7669,PA,Highlander Invitational,2015-09-19
8741,PA,Division II/III Challenge,2015-09-19
8739,PA,Behrend Invitational,2015-09-19
8721,OH,Otterbein Invitational,2015-09-19
8148,OH,Friendship Invitational,2015-09-19
8058,OH,45th Annual Patty Forgey Invitational,2015-09-19
7752,NY,Rochester Yellowjacket XC Invitational,2015-09-19
8733,NY,LIU Post Cross Country Invitational,2015-09-19
7750,NY,Iona College Paddy Doyle Meet of Champions,2015-09-19
8726,NY,Highlander Invitational,2015-09-19
8742,NY,Bard College Invitaional,2015-09-19
8298,NY,2015 Plattsburgh Cross Country Invite,2015-09-19
7934,NJ,Rider XC Invite,2015-09-19
7731,NJ,Bill Fritz/Charlie Way Invitational,2015-09-19
8743,NH,Rivier University Invitational,2015-09-19
8740,NE,2015 Woody Greeno/Nebraska Inv,2015-09-19
8732,NC,Asheville CC Carnival,2015-09-19
8760,MT,MSU Invite,2015-09-19
8724,MO,MSSU Southern Stampede,2015-09-19
8737,MO,Maryville University XC Open @ Six Flags,2015-09-19
8722,MN,ST. OLAF INVITATIONAL,2015-09-19
8728,ME,2015 Bates Super XC Shootout,2015-09-19
8207,MD,UMES Cappy Anderson XC Invitational,2015-09-19
8103,MA,UMass Dartmouth Cross Country Invitational,2015-09-19
8753,LA,Mook Triple-Dual,2015-09-19
8727,LA,LSU Invitational,2015-09-19
7812,LA,Louisiana Tech Cross Country Mook Invitational (Triple Dual),2015-09-19
7885,KY,Berea College Cross Country Invitational,2015-09-19
8145,IL,Wheaton Gil Dodds Invitational,2015-09-19
8009,GA,2015 University of North Georgia XC Invitational,2015-09-19
7903,FL,2015 Mountain Dew Gator Cross Country Invitational (College),2015-09-19
8725,CO,Colorado College Invitational,2015-09-19
8731,CA,Mustang Challenge ,2015-09-19
8719,AR,UAFS/Trinity Invitational,2015-09-19
8379,AL,Falcon Classic,2015-09-19
6337,NY,Queensborough CC XC Invitational,2015-09-20
8806,SC,USC Open XC 2015,2015-09-23
8802,CA,Lou Vasquez Invitational,2015-09-24
8893,VA,VSU Trojan XC Invite,2015-09-25
8877,TX,Islander vs Panthers Dual Meet,2015-09-25
8810,TX,Islander Splash,2015-09-25
8812,NC,Charlotte XC Invitational,2015-09-25
8947,NC,Brevard College Twilight Invitation,2015-09-25
8804,MA,Coast to Coast Battle in Beantown,2015-09-25
8886,KS,Tabor Invitational,2015-09-25
8813,KS,Emporia State XC Invitational,2015-09-25
8845,IL,BU Invite,2015-09-25
8851,IL,2015 Brissman-Lundeen Cross Country Invitational,2015-09-25
8807,GA,Mercer Julius Johnson XC Invitational,2015-09-25
8805,GA,Cougar Invitational,2015-09-25
7944,FL,Moc Invite,2015-09-25
8857,FL,FL Runners 16,2015-09-25
7847,CA,Golden West Central Park Invitational,2015-09-25
7200,WV,Golden Eagle Invitational,2015-09-26
8756,WI,Sabercats Cross Country Invitational,2015-09-26
7959,WA,Saint Martins Invitational,2015-09-26
8819,VT,U Mass Lowell vs UVM,2015-09-26
8817,VT,Northeast-10 Preview Meet @ St.Michaels College,2015-09-26
8820,VA,Panorama Farms Invitational,2015-09-26
8827,VA,Hornet Harrier / Commonwealth Challenge,2015-09-26
8814,TX,Texas A&M Invitational,2015-09-26
8348,TN,Rhodes College Invitational,2015-09-26
8837,SC,Will Wilson Invitational 2015,2015-09-26
8542,PA,Dickinson Long-Short Invitational ,2015-09-26
8277,PA,14th Annual LHU Invite,2015-09-26
8089,OK,Cowboy Jamboree,2015-09-26
8815,NY,SUNY Poly Long Course Invitational,2015-09-26
8822,NY,Ronald C. Hoffmann Invitational,2015-09-26
8120,NY,Harry F. Anderson Invitational,2015-09-26
7912,NJ,NJAIAW/OSPREY OPEN,2015-09-26
8836,NC,Wingate Bulldog Stampede,2015-09-26
8823,NC,32nd Annual Greensboro Cross Country Invitational,2015-09-26
8829,MN,ROY GRIAK INVITATIONAL,2015-09-26
8818,MN,Martin Luther College Invitational,2015-09-26
8824,MI,Michigan Intercollegiate Athletic Association XC Jamboree,2015-09-26
8407,ME,2015 Bowdoin Cross Country Invitational #2,2015-09-26
8830,MA,Williams College Purple Valley Classic,2015-09-26
8832,MA,Pop Crowell Invitational,2015-09-26
8821,MA,Elms College Invitational,2015-09-26
8022,MA,2015 Worcester City Cross Country Meet,2015-09-26
8816,IN,Rose-Hulman Pre-Regional Invitational,2015-09-26
8825,HI,BYU-Hawaii Invitational,2015-09-26
7871,FL,FAMU Bobby Lang Meet,2015-09-26
7806,FL,2015 Gulf Coast Stampede,2015-09-26
8835,DC,DCXC Invitational,2015-09-26
8854,CT,Father Leeber Invitational Women,2015-09-26
8853,CT,Father Leeber Invitational Men,2015-09-26
7753,CT,CCSU Ted Owen Invitational,2015-09-26
8831,CA,Stanford Invitational,2015-09-26
8859,CA,Rose City Running Classic,2015-09-26
7846,CA,Rose City Running Classic,2015-09-26
8834,CA,Coyote Challenge,2015-09-26
8544,AR,GAC Pre-Conference Invitational,2015-09-26
8850,NY,York Invitational Women,2015-09-27
8848,NY,York Invitational Men,2015-09-27
8876,NY,Hilbert College Invitational XC,2015-09-29
8945,NC,Methodist University Tri-Meet,2015-09-29
8884,DE,2015 GBC Fall Classic,2015-09-30
8922,WI,BluGold Invitational,2015-10-02
8920,WA,Washington Invitational,2015-10-02
8261,TX,Longhorn Invitational Cross Country Meet,2015-10-02
8986,SC,Pacer Collegiate Cross Country Meet,2015-10-02
8960,PA,Washington & Jefferson XC Meet Women 5k,2015-10-02
8959,PA,Washington & Jefferson XC Meet Men 8k,2015-10-02
8916,PA,Lehigh Paul Short Run,2015-10-02
8943,PA,Bud Smitley Invitational,2015-10-02
8403,OH,All Ohio XC Championships,2015-10-02
7954,IN,Joe Piane Notre Dame Cross Country Invitational,2015-10-02
8921,IL,Millikin H. W. Wright Classic,2015-10-02
8996,IL,Illinois Intercollegiate Championship Meet,2015-10-02
8919,GA,SCAD Atlanta Cross Country Invitational,2015-10-02
8194,FL,Florida State Cross Country Invitational/ Collge Pre-ACC,2015-10-02
7854,CA,Western State Conference Cross Country  Preview,2015-10-02
8949,AR,Chile Pepper Festival,2015-10-02
8699,WI,Warrior Invitational,2015-10-03
8932,VT,2015 Vermont Colleges State Meet @ Johnson State,2015-10-03
8419,VA,Mason XC Invitational,2015-10-03
8944,TX,ETBU DIII Championships,2015-10-03
8936,TN,Maryville College Invitational 2015,2015-10-03
8931,SD,SDSU Cross Country Classic,2015-10-03
8954,SC,Upstate Invitational,2015-10-03
8987,SC,SC State Bulldog Duals 2015,2015-10-03
8929,RI,TriState Invitational,2015-10-03
8941,PA,Bryn Athyn Cross Country Invitational,2015-10-03
7664,OR,41st Charles Bowles Willamette Invitational,2015-10-03
8956,NY,Mount Saint Mary College Invitational,2015-10-03
8306,NY,Geneseo Mike Woods Invitational,2015-10-03
8933,NY,Cazenovia Homecoming Invitational,2015-10-03
7737,NV,UNLV Cross Country Invitational,2015-10-03
8927,NJ,Princeton Inter Regional,2015-10-03
8951,NJ,NJIT Highlander XC Challenge,2015-10-03
8946,NC,Hagan Stone Classic ,2015-10-03
8971,MT,Montana Invitational,2015-10-03
8695,MS,2015 Delta State XC Invitational,2015-10-03
8935,MN,Running of the Cows,2015-10-03
8567,MD,Frostburg State University Cross Country Invitational,2015-10-03
7834,LA,McNeese Cowboy XC Stampede University/High School ,2015-10-03
7687,KY,Greater Louisville Classic,2015-10-03
8948,KS,Rim Rock Collegiate Classic,2015-10-03
9002,IN,Earlham Invitational,2015-10-03
7838,IN,E. DeWitt Baker Cross Country Invitational,2015-10-03
8952,IL,SIUE John Flamer Invite,2015-10-03
8934,IA,Dan Huston Invitational,2015-10-03
8957,GA,Willie Laster Invitational,2015-10-03
7715,GA,Piedmont College Cross Country Invitational,2015-10-03
9090,CT,USJ Blue Jay Invitational,2015-10-03
8698,CO,30th Annual Rocky Mountain Shootout,2015-10-03
8008,CO,2015 6th Annual Roadrunner Invitational,2015-10-03
8930,CA,Pomona-Pitzer XC Invitational,2015-10-03
8955,CA,CBU Invitational,2015-10-03
8942,CA,Capital Cross Challenge,2015-10-03
7910,CA,2015 Sonoma State Invitational,2015-10-03
8926,AL,JSU Foothills XC Invitational,2015-10-03
8997,WV,VA CHALLENGE,2015-10-06
9008,PR,1ra Clasificatoria LAI 2015,2015-10-07
7764,TX,Midwestern State Invitational,2015-10-08
8773,DE,2015 DSU Farm Run Invitational,2015-10-08
9089,VA,Virginia Union vs. Virginia State,2015-10-09
9094,VA,Panther Classic,2015-10-09
9088,VA,Hampton vs. Howard Meet,2015-10-09
9025,TX,2015 HBU Invite,2015-10-09
9021,NY,Metropolitan Championship ,2015-10-09
9026,NM,NMJC Cross Country Open,2015-10-09
8852,ND,Jimmie Invitational Cross Country Meet,2015-10-09
9024,NC,Royals XC Challenge,2015-10-09
9042,NC,NC vs. WV,2015-10-09
9036,NC,Livingstone College Tri-Meet,2015-10-09
9031,NC,2015 Livingstone XC Invitational,2015-10-09
9019,MT,MSU Billings Yellowjacket Invitational,2015-10-09
7705,MS,Mississippi College / Watson Ford Invitational,2015-10-09
9023,MN,Bob Waxlax Invitational,2015-10-09
7990,MI,2015 Michigan Intercollegiate Championships,2015-10-09
8099,IL,Benedictine Eagle CC Invitational,2015-10-09
9022,GA,LaGrange College Panther Invitational,2015-10-09
7668,FL,Disney Cross Country Classic presented by New Balance (College/Open),2015-10-09
8221,CA,Toro Park Invitational/Norcal Preview Meet,2015-10-09
7852,CA,SBCC Cross Country Invitational,2015-10-09
8035,CA,San Francisco State Invitational,2015-10-09
7851,CA,Brubaker Invitational,2015-10-09
8905,AZ,University of Arizona Twilight 2015,2015-10-09
9033,WV,Pikeview/Concord University,2015-10-10
9028,WI,UW-Parkside Lucian Rosa Invitational - Women,2015-10-10
9030,WI,UW-Parkside Lucian Rosa Invitational - Men,2015-10-10
9044,WI,5th Annual Gene Davis Invitational,2015-10-10
8067,WA,PLU Invitational,2015-10-10
8524,WA,42nd Annual Western Washington University Cross Country Classic,2015-10-10
8869,UT,2015 SUU Color Country Invitational,2015-10-10
9038,TX,UIW vs Texas State                   ,2015-10-10
9037,TX,UIW Invitational      ,2015-10-10
9039,TX,Concordia vs Schreiner ,2015-10-10
9050,SC,Gene Mullin Invitational,2015-10-10
9029,PA,Race in the Park Invitational,2015-10-10
9034,PA,Jack Saint Clair Cross Country Championship 2015,2015-10-10
9053,PA,Husky Invitational,2015-10-10
9056,PA,Carnegie Mellon Cross Country Invitational,2015-10-10
9188,PA,33rd Annual DeSales Cross Country Invitational,2015-10-10
9054,PA,2015 Mack Cooper Invitational,2015-10-10
8017,OR,Wes Cook/GFU Invitational,2015-10-10
9051,OK,Oklahoma Baptist University Invitational,2015-10-10
8775,OK,Oklahoma Baptist University Cross Country Invitational,2015-10-10
9032,NY,Meghan Memorial,2015-10-10
8657,NY,Hamilton College Cross Country Invitational,2015-10-10
9059,NC,2015 NCCU Eagle Classic,2015-10-10
9041,MO,Missouri S&T XC Invitational,2015-10-10
9112,MO,Gary Stoner Invitational,2015-10-10
9048,MN,St. Kates Invite,2015-10-10
8085,MI,Northwood Invite,2015-10-10
8973,ME,Runnin Monks Invitational ,2015-10-10
8352,MD,2015 Goucher College Cross Country Classic,2015-10-10
8106,MA,NEICAAA XC Championship,2015-10-10
9046,MA,2015 James Earley Invitational,2015-10-10
9049,KY,Fast Cats Classic,2015-10-10
9043,KS,Haskell Invitational Meet,2015-10-10
8171,KS,Fort Hays State Tiger Open,2015-10-10
9045,IL,Principia Cowbell XC Invitational,2015-10-10
8652,IL,Lewis Conference Cross Over,2015-10-10
9035,IA,Lamb-Kohawk Invitational,2015-10-10
8913,IA,Briar Cliff XC Invite,2015-10-10
9068,IA,2015 Fighting Bee Invite,2015-10-10
9004,HI,CUH Invitational,2015-10-10
9027,GA,DII Georgia Collegiate XC Championship,2015-10-10
8074,FL,Embry-Riddle Asics Cross Country Classic,2015-10-10
8354,DE,UD Blue & Gold Cross Country Invitational,2015-10-10
8904,CO,Maverick Open,2015-10-10
9047,CA,UC San Diego Triton Classic,2015-10-10
9040,AZ,Mesa Thunderbird Cross Country Classic,2015-10-10
8697,AR,University of the Ozarks Invitational,2015-10-10
7735,NY,2015 CCNY XC Collegiate Classic,2015-10-11
8879,TX,ASU Blue & Gold Cross Country Meet,2015-10-13
9097,WV,WVSU Dual XC Meet,2015-10-14
9100,NC,Battle of Salisbury,2015-10-14
7692,WI,2015 Wisconsin adidas Invitational,2015-10-16
9074,TX,Southwestern University Invitational,2015-10-16
9251,SC,Francis Marion XC Invitational,2015-10-16
7926,SC,College of Charleston Classic Invitational,2015-10-16
8102,RI,Brown - Rothenberg Collegiate Cross Country Meet,2015-10-16
8177,OH,Jenna Strong Fall Classic,2015-10-16
8141,NY,Army vs Navy Dual XC Meet,2015-10-16
7895,NH,3rd Bruce Kirsh Cross Country Cup,2015-10-16
9115,NC,Wake Forest CC Invitational,2015-10-16
9173,NC,NCCU-High Point CC Dual,2015-10-16
9117,MA,Emmanuel College Saints Invitational,2015-10-16
8659,LA,2015 Ragin Cajuns XC Invitational,2015-10-16
7989,IL,Bradley Pink Classic Invitational ,2015-10-16
9116,IA,2015 Loras College Invitational,2015-10-16
9114,GA,Cougar Invite,2015-10-16
7765,FL, South Florida Invitational,2015-10-16
7810,AL,Alabama Crimson Classic Cross Country Invitational,2015-10-16
9128,WI,Jim Drews/Tori Neubauer Invitational,2015-10-17
9170,WI,AAE Open,2015-10-17
9139,WI,AAE Invitational,2015-10-17
9127,WI,2015 Wisconsin Private College Cross Country Championships,2015-10-17
8338,WA,Emerald City Open,2015-10-17
9142,VT,Green Mountain College Invitational,2015-10-17
9129,VA,The CNU XC Invitational,2015-10-17
9122,VA,S/SE DIII Regional Preview,2015-10-17
9118,VA,Cross Country Only National Invitational,2015-10-17
9119,TX,University Of Dallas Invitational,2015-10-17
9133,TN,UTC Frontrunner Invitational ,2015-10-17
9130,PA,Penn State Nationals,2015-10-17
8264,PA,Gettysburg Invitational,2015-10-17
9191,PA,CTC Championships (Team Scores),2015-10-17
9187,PA,CTC Championships,2015-10-17
9141,PA,Battle of the First,2015-10-17
8895,PA,Alvernia Invitational,2015-10-17
8772,PA,2015 Leopard Invitational,2015-10-17
7900,OR,Mike Hodges Invite,2015-10-17
8184,OR,L&C Invite,2015-10-17
8651,OH,Oberlin College Inter-Regional Rumble,2015-10-17
9123,NY,CCOC Championships,2015-10-17
7975,NY,Canisius Alumni Classic,2015-10-17
9132,NY,49th UAlbany XC Invite,2015-10-17
8224,NY,16th Annual St. Josephs College Cross Country Invitational,2015-10-17
7732,NJ,Rowan Interregional Border Battle,2015-10-17
9121,NJ,Princeton XC Invitational,2015-10-17
7884,NJ,Cougar Chase,2015-10-17
8790,ND,UND Ron Pynn Classic Open,2015-10-17
7706,MS,Mississippi College Choctaw Open,2015-10-17
9125,MN,St. Bonifacius Invitational,2015-10-17
9134,ME,2015 Maine State Cross Country Championship,2015-10-17
7793,MD,Hood College Open,2015-10-17
9143,MA,Western New England University Invitational,2015-10-17
9126,MA,Little 3 Championship,2015-10-17
9135,KY,DI Pre-Nationals,2015-10-17
9136,IN,University of Evansville Cross Country Invitational 2015,2015-10-17
8885,IL,2015 Illinois College Invitational,2015-10-17
9192,ID,2015 Inland Empire Championships,2015-10-17
9120,GA,Berry College Invitational,2015-10-17
9066,DE,DSU Pre-Conference Invite,2015-10-17
8394,CT,Conn College XC Invitational,2015-10-17
9166,CA,UCR - Highlander Invitational,2015-10-17
9124,CA,SCIAC XC Multi Dual,2015-10-17
7861,CA,Santa Clara University Bronco Invitational (Open Section),2015-10-17
7860,CA,Santa Clara University Bronco Invitational (Invite),2015-10-17
9131,CA,Cal Poly XC Invitational,2015-10-17
8669,AR,Little Rock Invitational,2015-10-17
9140,SC,SIAC Cross Country Championship,2015-10-18
9138,PA,Seven Sisters Championship,2015-10-18
8979,NY,St. Johns University Fall XC Festival,2015-10-18
9193,MD,Shannon Henretty Memorial Twilight Meet,2015-10-20
9195,PA,Immaculata XC Invitational,2015-10-22
9212,PR,2da Clasificatoria Sistema U.P.R.,2015-10-23
9144,PA,LVC Last Chance Run Fast,2015-10-23
8578,PA,2015 Haverford Invitational  ,2015-10-23
8059,OH,1st Annual Redstorm Classic,2015-10-23
9206,NY,John Reif Memorial 2015,2015-10-23
9210,NC,Conference Carolina Championship,2015-10-23
9208,MT,Great Falls Open,2015-10-23
9213,MI,EMU Fall Classic,2015-10-23
9216,IL,Illini Open,2015-10-23
9214,IA,Luther vs. La Crosse Dual,2015-10-23
7754,CT,CCSU Mini Meet,2015-10-23
8640,CA,Western State Conference Cross Country Championships,2015-10-23
9217,CA,Titan Invitational,2015-10-23
9219,AZ,ASU Invitational,2015-10-23
9215,AR,Arkansas DIII Championships,2015-10-23
9231,WV,Mountain East Conference Cross Country Championships,2015-10-24
9227,WV,2015 G-MAC Cross Country Championships,2015-10-24
9062,WI,2015 GLVC Cross Cross Championships,2015-10-24
9007,WA,2015 GNAC Cross Country Championship ,2015-10-24
9244,TX,South Plains College Cross Country Invite,2015-10-24
9222,TX,Heartland Conference Championships  ,2015-10-24
9220,TN,South Atlantic Conference,2015-10-24
9233,SD,Mount Marty XC Invite,2015-10-24
9291,SC,Sand Shark Invitational 2015,2015-10-24
9221,PA,PSAC Championship,2015-10-24
9232,NY,East Coast Conference Championships,2015-10-24
8866,NY,2015 NYSCTC XC Championship,2015-10-24
8214,MS,SWAC Cross Country Championships,2015-10-24
9225,MN,Northern Sun Conference Championships,2015-10-24
9303,MI,NAIA Great Lakes XC Challenge,2015-10-24
9226,MI,GLIAC Cross Country Championships,2015-10-24
9230,MA,Plansky Invitational 2015,2015-10-24
9228,KY,Asbury University Invitational,2015-10-24
8443,KS,SC/NAIA Mid States XC Classic,2015-10-24
7831,KS,MIAA Cross Country Championships,2015-10-24
8580,GA,Peach Belt Cross Country Championships,2015-10-24
8970,FL,Sunshine State Conference,2015-10-24
9067,CO,RMAC Cross Country Championships,2015-10-24
7931,CA,William Jessup XC Warrior Invitational,2015-10-24
9224,CA,Pac West Conference Championships,2015-10-24
7922,CA,Banana Slug Invitational,2015-10-24
8545,AR,GAC Cross Country Championships,2015-10-24
9223,AL,Gulf South Conference XC Championships 2015,2015-10-24
9239,VT,Northeast-10 Womens Cross Country Championships,2015-10-25
9236,VT,Northeast-10 Mens Cross Country Championships,2015-10-25
9234,PA,2015 CACC Womens XC Championship,2015-10-25
9235,PA,2015 CACC Mens XC Championship,2015-10-25
9242,NY,Yankee Small College Championships,2015-10-25
9241,NY,Skyline Conferenec Championships,2015-10-25
8890,NY,CUNYAC Cross Country Championships,2015-10-25
9238,NV,"UNLV, Pepperdine, San Diego Triad",2015-10-25
8856,CA,CCAA XC Championships,2015-10-25
9247,TX,Lone Star Conference Cross Country Championships,2015-10-26
9248,NC,CIAA Pre-Conference,2015-10-28
9253,NJ,Falcon-Hawk Classic Dual Meet,2015-10-29
9249,NC,CIAA Conference Championship,2015-10-29
9256,WA,Pac 12 Cross Country Championships,2015-10-30
9252,TX,Southland Conference Championships,2015-10-30
9254,TX,SEC Championships,2015-10-30
9076,OR,NWAC Southern Region Championships,2015-10-30
9168,NY,Ivy League Cross Country Championships,2015-10-30
8871,NV,2015 Mountain West Cross Country Championships,2015-10-30
8858,FL,ASUN Cross Country Championships,2015-10-30
9257,FL,ACC Cross Country Championships,2015-10-30
8553,CA,South Coast Conference Cross Country Championships,2015-10-30
8641,CA,Orange Empire Conference Cross Country Championships,2015-10-30
8282,CA,Coast Conference Championships 2015,2015-10-30
9285,WI,WIAC Championships,2015-10-31
9091,WI,NACC Championships,2015-10-31
9013,WI,CCIW Championships,2015-10-31
9278,WA,West Coast Conference,2015-10-31
8908,WA,NWC X-C Championships,2015-10-31
9261,VA,Old Dominion Athletic Conference,2015-10-31
9265,VA,Atlantic 10 Cross Country Championships,2015-10-31
7760,UT,Western Athletic Conference Cross Country Championships,2015-10-31
8870,UT,Big Sky Cross Country Championships,2015-10-31
9275,TX,SCAC CC CHAMPIONSHIP 2015,2015-10-31
9276,TX,ASC XC Championship 2015,2015-10-31
9293,SD,Summit League Championships,2015-10-31
9290,SC,Big South Cross Country Championship ,2015-10-31
9258,SC,2015 Southern Conference CC Championship,2015-10-31
7883,SC, Colonial Athletic Association (CAA) Cross Country Championship,2015-10-31
9264,RI,Northeast Conference Championship,2015-10-31
9281,RI,JUCO Invitational,2015-10-31
9279,RI,Commonwealth Coast Conference Championship,2015-10-31
9286,PA,Presidents Athletic Conference,2015-10-31
9284,PA,MAC Cross Country Championshps,2015-10-31
9272,PA,CSAC Womens Championship,2015-10-31
9271,PA,CSAC Mens Championship,2015-10-31
9263,PA,AMCC Championships,2015-10-31
8674,PA,6th Annual Go-Fast River Run,2015-10-31
8789,OK,Big 12 Cross Country Championships,2015-10-31
9269,OH,OAC Cross Country Championships,2015-10-31
9259,OH,North Coast Athletic Conference,2015-10-31
9102,OH,Mid American Conference Championships,2015-10-31
8911,OH,BIG EAST Conference Cross Country Championships,2015-10-31
8833,OH,2015-Horizon League Cross Country Championships,2015-10-31
8841,NY,Patriot League Cross Country Championships,2015-10-31
9262,NY,NEAC Championships,2015-10-31
8964,NY,Liberty League Championships,2015-10-31
8111,NY,Empire 8 Championships,2015-10-31
8125,NY,2015 SUNYAC Cross Country Championships,2015-10-31
8924,NY,2015 Landmark Conference XC Championships,2015-10-31
9283,NY,2015 America East XC Championships,2015-10-31
9005,NJ,New Jersey Athletic Conference Championships,2015-10-31
8694,NJ,2015 MAAC Cross Country Championships,2015-10-31
9099,NH,Little East Conference Cross Country Championship,2015-10-31
9289,NC,American Athletic Conference Championship 2015,2015-10-31
9273,NC,2015 USA South Cross Country Championships,2015-10-31
9282,MN,MIAC   CC Championships,2015-10-31
9277,MN,2015 UMAC Championships,2015-10-31
9274,MI,Michigan Intercollegiate Athletic Association Championship,2015-10-31
9176,ME,GNAC Cross Country Championships,2015-10-31
9174,ME,2015 NAC Championships,2015-10-31
9292,MD,Capital Athletic Conference Cross Country Championships,2015-10-31
8925,MD,2015 Centennial Conference XC Championships,2015-10-31
9296,MA,NECC XC Championship,2015-10-31
9196,MA,2015 UAA Cross Country Championships,2015-10-31
8874,MA,2015 MASCAC Championships,2015-10-31
