meet_hnd,venue_state,name,date
4080,PA,Battle of the First Kick-Off,2012-08-30
4012,KY,Asbury University Chick-fil-A Invitational,2012-08-30
4174,AK,Alaska Nanooks Interior Invitational Long Course - Women,2012-08-30
4173,AK,Alaska Nanooks Interior Invitational Long Course - Men,2012-08-30
4498,VA,CNU XC Opener,2012-08-31
3808,TX,Baylor Twilight Classic,2012-08-31
4052,TN,Belmont Opener 2012,2012-08-31
4191,SD,Augie Twilight,2012-08-31
3771,SC,Gamecock Invitational,2012-08-31
4075,PA,Dolan Duals,2012-08-31
4041,PA,Bison Open,2012-08-31
4290,NJ,Stockton Alumni Meet,2012-08-31
3938,ND,Bison Inv. ,2012-08-31
4291,NC,Western Carolina University Invitational,2012-08-31
4031,NC,Mount Olive College Invitational,2012-08-31
4096,MI,Michigan Tech Collegiate Opener,2012-08-31
3901,MD,Baltimore Metro Cross Country Meet,2012-08-31
4026,IN,Stegemoller Classic,2012-08-31
4591,IL,Illini Challenge,2012-08-31
4365,IA,Spartan Igniter,2012-08-31
3810,GA,Belmont Opener XC 2012,2012-08-31
3864,FL,University of Tampa Early Bird XC,2012-08-31
4768,FL,FGCU Invitational,2012-08-31
3885,CA,Ventura Invitational,2012-08-31
4093,CA,UCSD Season Opener,2012-08-31
4038,WA,Puget Sound Invitational,2012-09-01
3900,WA,Clash of Inland Northwest,2012-09-01
4039,PA,Galen Piper Cross Country Challenge,2012-09-01
4076,PA,41st Annual Marty Uher/Cal U Invitational,2012-09-01
4033,PA,10th Annual SHU Griffin Classic,2012-09-01
3932,OR,GFU/Pacific Dual,2012-09-01
3933,OH,Bill Sudeck XC Classic - 12th Annual,2012-09-01
4092,NY,SUNYIT Wildcat Invitational,2012-09-01
3788,NY,Oneonta State Early Bird Invitational,2012-09-01
4035,NY,Lake Placid Shoot Out,2012-09-01
4029,NJ,TCNJ/Rider/St. Joes,2012-09-01
4028,MN,Gustavus Invitational,2012-09-01
4200,MI,Hope College Vanderbilt Invitational,2012-09-01
4036,IL,Rockford College Season Opener,2012-09-01
4091,HI,Hawaii Pacific Invitational,2012-09-01
4082,GA,Young Harris Invitational,2012-09-01
4355,GA,Sewanee/Berry Cross Country Invitational,2012-09-01
3776,GA,Georgia Cross Country Invitational,2012-09-01
4032,GA,Darton Invitational,2012-09-01
4104,CO,CU Time Trial 2012,2012-09-01
4030,AL,Troy Trojan Invitational,2012-09-01
3742,AL,2012 Alabama XC Opener,2012-09-01
4180,AK,Alaska Nanooks Interior Invitational Short Course - Women   ,2012-09-01
4181,AK,Alaska Nanooks Interior Invitational Short Course - Men,2012-09-01
4483,CA,San Francisco Invitational,2012-09-02
4351,NC,Wingate University Bulldog Stampede,2012-09-06
4152,WA,CWU Invitational,2012-09-07
4177,PA,Little Three Championship,2012-09-07
4105,OH,Queen City Invitational,2012-09-07
4159,NY,Army vs. Cornell vs. Binghamton,2012-09-07
4110,MO,UCMO Mule XC Invite,2012-09-07
4111,IL,NIU Open,2012-09-07
3690,FL,South Florida Invitational,2012-09-07
3705,AL,Auburn Cross Country Invitational,2012-09-07
3881,TX,Bill Libby/McMurry University Cross Country Invitational,2012-09-08
4113,RI,Roger Williams University Invitational,2012-09-08
4149,RI,Nassaney Invitational,2012-09-08
4114,PA,Harry Groves Spiked Shoe Invitational,2012-09-08
4361,OK,UCO Land Run XC Inv,2012-09-08
4176,OK,ECU Tiger Chase,2012-09-08
4115,OH,Ohio Wesleyan XC Invitational,2012-09-08
3713,NY,Oswego State Invitational,2012-09-08
4109,NY,Hamilton College Short Course Invitational,2012-09-08
4130,NY,Fordham University Cross Country Invitational,2012-09-08
6223,NY,2012 Fordham Fiasco XC Meet,2012-09-08
4118,NH,Shaklette Invitational,2012-09-08
3944,NH,2012 Dartmouth Cross Country Invitational,2012-09-08
4142,NE,Eagles & Hardrockers Duel,2012-09-08
4366,NC,Lenoir-Rhyne Invitational CC Meet,2012-09-08
4492,MO,Maryville Classic,2012-09-08
3865,MI,Calvin College Knight Invite,2012-09-08
4171,MD,2012 Green Terror Challenge,2012-09-08
4112,MA,UMass Amherst # 1 Cross Country Meet,2012-09-08
4143,MA,Smith Co-Ed Invitational,2012-09-08
4121,KY,Centre-Kentucky State Dual Meet,2012-09-08
4120,KY,Centre Invitational,2012-09-08
4116,KS,PSU Cross Country Alumni Race,2012-09-08
3896,ID,Roger Curran Invitational,2012-09-08
4123,IA,All-American Invitational,2012-09-08
4160,HI,University of Hawaii Big Wave Invitational,2012-09-08
4108,GA,GSU Invitational,2012-09-08
4134,GA, Albany State Cross Country Invitational,2012-09-08
3902,DE,12th Annual Wilmington University Cross Country Invitational,2012-09-08
3851,CT,Trinity College Bantam XC Invitational,2012-09-08
3779,CO,UCCS Rust-Buster Open,2012-09-08
4117,CO,UCCS Rust-Buster Invite,2012-09-08
4183,CO,19th Annual PUMA/Joe I. Vigil Open,2012-09-08
3294,CA,Humboldt Cross Country Invitational,2012-09-08
3746,CA,Fresno Invitational,2012-09-08
4189,NY,Baruch College Invitational,2012-09-09
4677,PA,Cheyney Mid Week,2012-09-12
4166,NY,North Country 5 Invitational,2012-09-12
3774,VA,2012 Virginia Tech Invitational,2012-09-14
4202,TX,Texas Tech Open,2012-09-14
4190,SD,SDSU Classic,2012-09-14
4178,SD,2012 Yellowjacket Open XC Meet,2012-09-14
4596,SC,Francis Marion XC Invitational,2012-09-14
4187,PA,Mack Cooper Classic,2012-09-14
3977,NH,2012 UNH Pre-Conference XC Invitational,2012-09-14
4188,ND,Wiley Wilson Memorial,2012-09-14
3710,NC,adidas XC Challenge,2012-09-14
4067,LA,2012 Ragin Cajuns Cross Country Invite(College/Open),2012-09-14
4220,IN,National Catholic Meet,2012-09-14
4218,IL,SIUE XC Challenge,2012-09-14
4289,IL,Illinois Intercolligate Championships,2012-09-14
4362,CT,Harvard vs. Yale,2012-09-14
3853,AZ,2012 DAVE MURRAY XC INVITATIONAL,2012-09-14
4661,WV,Ohio Valley Fighting Scots Invitational,2012-09-15
4755,WI,Concordia Wisconsin XC Invite,2012-09-15
3914,WA,UW Sundodger Cross Country Invitational (College),2012-09-15
4203,VA,54th Annual W&M Cross Country Invitational,2012-09-15
4201,TN,Vanderbilt Classic,2012-09-15
3931,SC,adidas/Winthrop Invitational,2012-09-15
3898,PA,York College Coach Achtzehn Classic,2012-09-15
4210,PA,Penn State Abington Cross Country Invitational,2012-09-15
4194,PA,Division II Challenge,2012-09-15
4225,OR,WCC Preview,2012-09-15
4192,OH,Fighting Scots Invitational,2012-09-15
4196,NY,RPI v. Hamilton,2012-09-15
3880,NY,Rochester Yellowjacket Cross Country Invitational,2012-09-15
3790,NY,Oneonta State Airfield Invitational,2012-09-15
4294,NY,LIU Post XC Invitational,2012-09-15
4193,NE,Greeno/Nebraska Invitational Cross Country Meet,2012-09-15
4219,MO,MSSU Southern Stampede,2012-09-15
4396,MO,Missouri State University XC Invitational,2012-09-15
4606,MN,St Olaf Invitational,2012-09-15
4207,MD,UMES Dual Morgan State ,2012-09-15
4206,MD,UMES Cappy Anderson Invitational,2012-09-15
4094,MD,Salty Dog Invitational at Navy,2012-09-15
4509,MD,Navy Invitational,2012-09-15
3907,MA,UMass Dartmouth Shriners Cross Country Invitational,2012-09-15
4197,MA,UMass Amherst Cross Country Meet # 2,2012-09-15
4224,LA,Mook 4,2012-09-15
3740,FL,2012 Mountain Dew Gator Cross Country Invitational (College/Open),2012-09-15
3954,DE,University of Delaware Cross Country Invitational,2012-09-15
4195,CO,Colorado College Invite,2012-09-15
3969,CA,Coast Classic Invite Top 7 and Coast Classic Overflow ,2012-09-15
3703,AL,Azalea City Cross Country Classic,2012-09-15
4208,NJ,NJIT Classic,2012-09-16
4185,VA,VUU Cross Country Invitational,2012-09-19
4073,CA,Lou Vasquez Invitational,2012-09-20
4370,WI,UW-Eau Claire Blugold Invitational,2012-09-21
4341,VA,Doc Jopson Invitational,2012-09-21
4299,SD,Mines Open,2012-09-21
4098,OH,2nd Annual Toledo Inter-Regional Bubble Buster,2012-09-21
4510,NC,Pirate Invitational,2012-09-21
4344,MI,Northwood Univeristy XC Open ,2012-09-21
4297,ME,Maine and New Hampshire,2012-09-21
3957,MD,Towson University Invitational Cross Country Meet,2012-09-21
4296,IN,MIAA Jamboree #1,2012-09-21
4329,IL,Brissman-Lundeen Cross Country Invitational,2012-09-21
4552,IA,BVU Cross Country Invite,2012-09-21
4360,GA,Mercer Duals,2012-09-21
4045,CA,Pac 12 Preview Elite Invitational,2012-09-21
4307,WV,Golden Eagle Invitational,2012-09-22
3994,WA,Saint Martins Cross Country Invitational,2012-09-22
4003,WA,Runners Soul Erik Anderson Cross Country Invitational,2012-09-22
4356,VT,Johnson State Invitational,2012-09-22
4302,VA,Panorama Farms Invitational,2012-09-22
4322,TX,Concordia/Southwestern Dual Meet,2012-09-22
4102,TX,3rd Annual Ram Ramble (College/Open),2012-09-22
4301,PA,Saint Vincent College Invitational,2012-09-22
4579,PA,Rag Relays,2012-09-22
4598,PA,Mule/Falcon Classic,2012-09-22
4150,PA,Lock Haven XC Qualifier,2012-09-22
4350,PA,33rd Annual Philadelphia Metro Cross Country Championship,2012-09-22
3811,OR,Northwest Classic (College/University),2012-09-22
4330,ON,Western International XC Invitational,2012-09-22
4311,OH,Otterbein Invitational,2012-09-22
3961,NY,SUNY Cortland Jack Daniels XC ,2012-09-22
4801,NY,Hilbert College Meghan Memorial,2012-09-22
4506,NY,Highlander Invitational,2012-09-22
3985,NJ,Osprey Open/NJAIAW Championship,2012-09-22
3976,MD,Frostburg State University Cross Country Inviational,2012-09-22
4303,MA,Worcester City Cross Country Meet,2012-09-22
4316,MA,Purple Valley Classic,2012-09-22
4573,MA,Elms Blazer Invitational,2012-09-22
3878,LA,LSU Tiger Cross Country Festival ,2012-09-22
4519,LA,Gator Run,2012-09-22
3941,IL,Wheaton College Gil Dodds Invitational,2012-09-22
4304,IL,Saluki Invitational,2012-09-22
4315,HI,Chaminade Invite,2012-09-22
4305,GA,UWG Invitational,2012-09-22
4090,FL,Gulf Coast Stampede (College/Open),2012-09-22
3718,FL,Embry-Riddle Asics Cross Country Classic ,2012-09-22
3986,CT,Wesleyan Invitational,2012-09-22
4346,CT,Ted Owen Invitational,2012-09-22
4308,CT,Father Leeber Invitational,2012-09-22
4310,CO,Mountaineer Open,2012-09-22
4340,CA,Sonoma State University Invitational,2012-09-22
4306,CA,Lancer Cross Country Classic,2012-09-22
4328,AL,Montevallo Falcon Classic,2012-09-22
4345,NY,CUNYAC/College of Mount Saint Vincent Developmental Meet,2012-09-23
4469,GA,Mercer RunFit Sports Invitational,2012-09-25
4377,TX,TAMUCC Islander Splash,2012-09-28
4660,PA,PSU-Harrisburg Cross Country Invitational,2012-09-28
4422,PA,Lehighs Paul Short Run (Womens White),2012-09-28
4426,PA,Lehighs Paul Short Run (Womens Gold),2012-09-28
4424,PA,Lehighs Paul Short Run (Womens Brown),2012-09-28
4423,PA,Lehighs Paul Short Run (Mens White),2012-09-28
4427,PA,Lehighs Paul Short Run (Mens Gold),2012-09-28
4425,PA,Lehighs Paul Short Run (Mens Brown),2012-09-28
3736,NC,Charlotte Invitational ,2012-09-28
4458,MT,Montana Invitational,2012-09-28
4429,MN,SMU No Limit Invite,2012-09-28
4441,KS,Emporia State Invitational,2012-09-28
4378,IN,Notre Dame XC Invitational,2012-09-28
4390,IL,Regent Invitational,2012-09-28
4505,FL,flrunners Invitational 13,2012-09-28
3721,CA,NorCal Preview on Crystal Springs,2012-09-28
3891,CA,Bakersfield Invitational,2012-09-28
4409,WV,Bethany College XC Invitational,2012-09-29
4013,WA,PLU XC Invitational,2012-09-29
4406,VT,Vermont State Intercollegiate Championships,2012-09-29
4380,VA,Mason Invitational,2012-09-29
4392,TX,Grass Routes Run Festival,2012-09-29
3921,TN,Rhodes College Cross Country Invitational,2012-09-29
4385,SD,Dakota Wesleyan University Invite,2012-09-29
4511,RI,CCRI Tri-State Invitational,2012-09-29
4500,PA,Father Bede Hines Invitational,2012-09-29
4388,PA,Dickinson Long and Short,2012-09-29
4678,PA,Belmont Classic,2012-09-29
3913,OR,Oregon Dellinger Invitational,2012-09-29
3667,OR,38th Charles Bowles Willamette Invitational,2012-09-29
4402,OK,Cowboy Jamboree,2012-09-29
3978,OH,All-Ohio Cross Country Championships,2012-09-29
4397,NY,UAlbany XC Invitational,2012-09-29
4597,NY,Mount Saint Mary Invitational,2012-09-29
4407,NY,Harry F. Anderson Invitational 2012,2012-09-29
4386,NY,Geneseo XC Invitational,2012-09-29
4401,NY,Cazenovia Invitational,2012-09-29
3831,NV,UNLV Desert Invitational,2012-09-29
4384,NH,Keene State Invitational,2012-09-29
4488,NC,UNC-Asheville/ACA Combine CC Meet,2012-09-29
4554,NC,HBCU Challenge,2012-09-29
4484,NC,Greensboro Cross Country Invitational,2012-09-29
4416,NC,Greenboro Cross Country Invitational,2012-09-29
4502,MN,Roy Griak Invitational,2012-09-29
4497,ME,Colby Invitational,2012-09-29
4382,MD,Don Cathcart Invitational,2012-09-29
4480,MA,Pop Crowell Invitational,2012-09-29
3759,LA,2012 Asics McNeese Cowboy Stampede (University/College),2012-09-29
4412,KY,Greater Louisville Classic,2012-09-29
4381,KS,2012 Rim Rock Farm Collegiate Classic,2012-09-29
4487,IN,Earlham Cross Country Invitational,2012-09-29
4718,IL,Sean Earl Loyola Lakefront Invitational,2012-09-29
4400,ID,Idaho State Invitational ,2012-09-29
4383,GA,Morehouse CC Invitational,2012-09-29
4572,GA,Aubrae Gunderson Invitational,2012-09-29
4165,FL,St. Leo Invitational,2012-09-29
4478,CO,27th Annual Rocky Mountain Shootout,2012-09-29
4399,CA,Stanford Cross Country Invitational,2012-09-29
3973,CA,2012 Pomona-Pitzer XC Invitational,2012-09-29
4490,PA,Mount Aloysius Invitational,2012-09-30
4420,NY,CSI Invitational,2012-09-30
4501,GA,Paine College Invitational,2012-10-03
4816,PR,1ra Clasificatoria CT LAI 2012,2012-10-04
4557,WV,UC Homecoming Race,2012-10-05
4517,VA,VSU Trojan XC Invite,2012-10-05
4652,UT,Color Country Invitational 2012,2012-10-05
4566,TN,TTU vs. TSU,2012-10-05
4570,TN,TTU Invite - D1 Results,2012-10-05
4367,TN,Tiger Twilight Cross Country Invitational,2012-10-05
4545,TN,Tennessee Tech Invitational,2012-10-05
4518,SD,2012 NSU Roe Granger Open,2012-10-05
4516,NY,Metropolitan Conference Cross Country Championships,2012-10-05
4548,NV,Nevada Chase Relay,2012-10-05
3680,MS,MC/ Watson Ford Invitational,2012-10-05
4175,MI,Michigan Intercollegiate Cross Country Championships,2012-10-05
4520,IN,Ball State University CC Meet,2012-10-05
4672,IL,Titan Invite,2012-10-05
4521,IL,Benedictine University Eagle Invitational,2012-10-05
4523,GA,ASU Jaguar Invitational,2012-10-05
3673,FL,WALT DISNEY WORLD Cross Country Classic (College/Open),2012-10-05
3778,FL,FSU XC Invitational,2012-10-05
4655,DE,Goldey-Beacom College Fall Classic,2012-10-05
4063,CA,WSC Preview Meet,2012-10-05
3968,CA,Toro Park Invitational,2012-10-05
4001,CA,Brubaker Invitational,2012-10-05
4524,AL,JSU Foothills Cross Country Invitational,2012-10-05
4539,WV,Concord Alumni Invitational ,2012-10-06
4532,WI,Warrior Invitational,2012-10-06
4578,WI,UW-Parkside Rosa Invitational,2012-10-06
4563,WI,Ripon Invite,2012-10-06
4564,WI,Gene Davis Invite,2012-10-06
4287,WA,39th Annual WWU Cross Country Classic,2012-10-06
3915,TX,2012 Incarnate Word Cross Country Invitational,2012-10-06
4533,TN,Union University Invitational,2012-10-06
4569,TN,Maryville College XC Invitational,2012-10-06
4581,PA,Slippery Rock Cross Country Invitational,2012-10-06
4550,PA,Pitt-Greensburg Bobcat Invitational,2012-10-06
4536,PA,Carnegie Mellon Cross Country Invitational,2012-10-06
4530,PA,5th Annual Jack Saint Clair Cross Country Championship,2012-10-06
4528,NY,Ronald C. Hoffmann Invitational,2012-10-06
4526,NY,Hamilton College Invitational,2012-10-06
4537,NY,2012 Saratoga Invitational,2012-10-06
4269,NC,WSSU Wilbur Ross Cross Country Invitational,2012-10-06
4558,NC,Hagan Stone Classic,2012-10-06
4549,MO,Jackling Jocks Invitational,2012-10-06
4555,MN,St. Kates Invite,2012-10-06
4754,MN,Catys Run,2012-10-06
4540,MD,Goucher College Cross Country Classic,2012-10-06
4534,MA,James Earley Invitational,2012-10-06
4525,LA,Centenary Invitational,2012-10-06
4529,KS,Fort Hays State Open,2012-10-06
3711,IN,IWU Cross Country Invitational,2012-10-06
3867,IN,2012 Rose-Hulman Pre-National,2012-10-06
4285,IL,Millikin University Cross Country Invitational,2012-10-06
4698,IA,Lamb-Kohawk,2012-10-06
4603,IA,Dan Huston Invitational,2012-10-06
4531,IA,Briar Cliff Invitational,2012-10-06
4535,FL,4th Annual Bobby Lang Invitational,2012-10-06
4553,DE,DSU Hornet Dual ,2012-10-06
4470,DE,Delaware State Universitys Hornet Invitational,2012-10-06
4336,CO,Metro State Cross Country Invitational,2012-10-06
4061,CA,UCSD Triton Classic,2012-10-06
4527,CA,Stanislaus Invitational,2012-10-06
3991,CA,Crystal Springs Invitational (College),2012-10-06
4594,AZ,Grand Canyon University Invitational,2012-10-06
4005,AR,Southern Arkansas University Lois Davis Invitational,2012-10-06
4574,NY,York Invitational,2012-10-07
4544,NJ,Highlander XC Challenge,2012-10-07
4538,MA,All New England XC Championship,2012-10-07
4586,WV,UC Mt. Alpha Challenge,2012-10-09
4214,TX,Angelo States Blue & Gold Invitational,2012-10-09
4601,PA,Haverford Invitational,2012-10-11
4793,NC,Wingate University Pre-Conference Meet,2012-10-11
4609,WI,Wisconsin adidas Invitational,2012-10-12
4717,VT,Saint Michaels Invitational,2012-10-12
4186,VA,VUU Panther Cross Country Classic,2012-10-12
4610,TX,Houston Baptist Invitational,2012-10-12
3749,OR,Mike Hodges Invite,2012-10-12
4613,OH,Wilmington College Fall Classic,2012-10-12
4463,ND,Jimmie Invitational Cross Country Meet,2012-10-12
3951,NC,Queens Royals Challenge,2012-10-12
4654,NC,Blue Ridge Open Cross Country Meet,2012-10-12
4641,MI,U.P. Championships,2012-10-12
4607,KY,Thorobred Stampede,2012-10-12
4608,KY,SIAC West Championship,2012-10-12
4646,IL,Bradley Classic,2012-10-12
4612,IA,Dr. Tucker Loras Invitational,2012-10-12
4611,FL,UCF Black and Gold,2012-10-12
4318,DE,University of Delawares Blue Gold XC Invitational,2012-10-12
4072,CA,Shasta Jim Middleton Invitational,2012-10-12
4006,CA,Santa Barbara Invitational,2012-10-12
4324,CA,2012 SCIAC XC Multi-Duals,2012-10-12
4415,WI,Wisconsin Private Championships,2012-10-13
4668,WI,UW Oshkosh Brooks Invitational,2012-10-13
4667,WI,Jim Drews/Tori Neubauer Invitational,2012-10-13
4037,WA,Emerald City Open,2012-10-13
4670,VT,Green Mountain College Mens Cross-Country Invitational,2012-10-13
4631,VA,Tribe Open,2012-10-13
4625,VA,Christopher Newport University XC Invite,2012-10-13
4622,TX,Concordia Invitational,2012-10-13
4619,SD,Tim Young Cross Country Invitational,2012-10-13
4154,PA,Leopard Invitational,2012-10-13
4620,PA,Gettysburg Invitational,2012-10-13
4428,PA,DeSales Cross Country Invitational,2012-10-13
4043,OR,Lewis & Clark Invitational,2012-10-13
3930,OR,George Fox Invitational,2012-10-13
4327,OH,Oberlin Inter-Regional Rumble,2012-10-13
4614,NY,CCOC Cross Country  Championship,2012-10-13
4263,NJ,Princeton Cross Country Invitational,2012-10-13
4617,NE,2012 Hastings College XC Meet,2012-10-13
4265,ND,University of North Dakota Ron Pynn Invitational,2012-10-13
4645,MT,MSU Billings Yellowjacket Invitational,2012-10-13
3681,MS,Choctaw Open,2012-10-13
4628,MN,Martin Luther Invitational,2012-10-13
4352,ME,Maine State Collegiate Cross Country Championship,2012-10-13
4637,MD,Army - Navy,2012-10-13
4471,MA,WNEU Golden Bear Cross Country Invitational ,2012-10-13
4627,MA,Seven Sisters Championship,2012-10-13
4638,MA,Little Three Championship,2012-10-13
3804,KY,Louisville Cardinals Pre-Nationals Cross Country Meet,2012-10-13
4317,IN,Manchester University Invitational,2012-10-13
4640,IL,SIUE John Flamer Invitational,2012-10-13
4626,IL,Illinois College Invitational,2012-10-13
4632,ID,Inland Empire Classic,2012-10-13
4629,GA,Viking Cross Country Open,2012-10-13
4547,DE,DSU Hornet Invitational #2,2012-10-13
4623,CT,Father ONeil Invitational,2012-10-13
4147,CT,Conn College Cross Country Invitational,2012-10-13
4630,CA,Santa Clara University Bronco Invitational,2012-10-13
4615,CA,Highlander Invitational,2012-10-13
4374,CA,CSUN Collegiate Invitational Cross Country Meet,2012-10-13
4618,AR,Chile Pepper Cross Country Festival,2012-10-13
4616,AL,Coach O Invitational,2012-10-13
4621,AL,Coach O Invitational,2012-10-13
3743,AL,Alabama Crimson Classic Cross Country Invitational,2012-10-13
4633,NY,Saint Johns University Cross Country Fall Festival,2012-10-14
4635,NY,Brooklyn College vs. College of Staten Island,2012-10-14
4658,WV,Battle of the Bluefields,2012-10-16
4648,VA,Campus Classic I,2012-10-16
4662,NY,NYIT vs.LIU Post,2012-10-16
4649,VA,Campus Classic II,2012-10-17
4720,NC,CIAA Cross Country Championships,2012-10-18
4680,AR,Akansas DIII Championships,2012-10-18
4756,WI,Oshkosh Open,2012-10-19
3988,RI,Brown Univ Rothenberg Invitational,2012-10-19
3709,OR,Beaver Classic,2012-10-19
4752,IL,North Central College 3 Mile Open,2012-10-19
4676,IL,Illini Open,2012-10-19
4690,IA,57th Annual Luther vs. UW La Crosse Dual,2012-10-19
4709,CT,CCSU Mini Meet,2012-10-19
4693,CA,Titan Invitational,2012-10-19
4674,AL,2012 SIAC Cross Country Championship,2012-10-19
4687,TN,South Atlantic Conference,2012-10-20
4688,SD,Mount Marty Invitational 2012,2012-10-20
4689,PA,WVIAC Cross Country Championships,2012-10-20
4704,PA,Battle for the Buggy,2012-10-20
4464,OR,GNAC Cross Country Championships,2012-10-20
4706,OK,Lonestar Conference Cross Country Championships,2012-10-20
4700,OK,Great American Conference,2012-10-20
4467,OH,Great Midwest Athletic Conference,2012-10-20
4722,NY,Wells Cross Country Invitational,2012-10-20
4707,NY,St. Josephs College Invitational,2012-10-20
4683,NY,NE 10 Conference Championships,2012-10-20
3833,NY,2012 NYSCTC Cross Country Championships,2012-10-20
3856,NJ,CTC XC Championships,2012-10-20
4682,MO,MIAA XC Championships,2012-10-20
4702,MO,Great Lakes Valley Conference Championship,2012-10-20
4696,MN,NSIC Championships,2012-10-20
4714,MN,Jacks Run,2012-10-20
4489,MI,GLIAC Conference Championships,2012-10-20
4604,MD,Hood College Open Cross Country Invitational,2012-10-20
4699,MA,Wellesley Invitational,2012-10-20
4697,MA,Plansky Invitational,2012-10-20
4703,KY,Southeastern Classic,2012-10-20
4712,KS,Heartland Conference Championships,2012-10-20
4605,FL,Sunshine State Conference Cross Country Championships,2012-10-20
4695,CO,USATF Colorado- RMAC Open Championships,2012-10-20
4694,CO,RMAC Championships,2012-10-20
4692,CA,CCAA Championships,2012-10-20
4685,AL,Peach Belt Conference Championships 2012,2012-10-20
4686,AL,Gulf South Conference Championships 2012,2012-10-20
4701,PA,Central Atlantic Collegiate Conference XC Championship,2012-10-21
4708,NY,East Coast Conference,2012-10-21
3925,TX,UIL District 11-3A Cross Country Championships,2012-10-22
4466,CA,WSC Championships,2012-10-23
3722,CA,Coast Conference Championships,2012-10-24
4791,PR,1er Evento CT Sistema UPR,2012-10-25
4651,CA,SCC Championships,2012-10-25
4741,WI,Midwest Conference Championships,2012-10-26
4721,TX,Southland Conference Championships,2012-10-26
4730,TN,SEC Cross Country Championships,2012-10-26
4760,NY,BIG EAST Cross Country Championships,2012-10-26
4769,NV,Mountain West Cross Country Championships,2012-10-26
4650,IL,Region 24 Championship,2012-10-26
4461,CA,Orange Empire Conference Cross Country  Championships ,2012-10-26
4764,WV,Presidents Athletic Conference Championships,2012-10-27
4753,WI,NAC Conference Championships,2012-10-27
4728,WI,Horizon League Championships,2012-10-27
4743,WI,2012 WIAC Cross Country Championships,2012-10-27
4744,VA,Old Dominion Athletic Conference,2012-10-27
4750,VA,Colonial Athletic Association Championships,2012-10-27
4087,VA,ACC Cross Country Championships,2012-10-27
4784,TX,SCAC Cross Country Championships,2012-10-27
4476,TX,Big 12 Cross Country Championships,2012-10-27
4656,SC,Big South Conference Championship,2012-10-27
4732,RI,Northeast Conference Championship,2012-10-27
4725,PA,North Eastern Athletic Conference XC Championship,2012-10-27
4737,PA,MAC Conference Championships,2012-10-27
4546,PA,Landmark Conference Championship,2012-10-27
4758,PA,Colonial States XC Championships,2012-10-27
4729,PA,Centennial League Championships,2012-10-27
3871,PA,Atlantic 10 Cross Country Championships,2012-10-27
4770,PA,2012 MAC XC Championships,2012-10-27
4347,OR,WCC Cross Country Championships,2012-10-27
4357,OR,NWC Cross Country Championships,2012-10-27
4644,OR,NWAACC Southern Region Championships,2012-10-27
4727,OH,Ohio Athletic Conference Championships,2012-10-27
4726,OH,North Coast AC Championships,2012-10-27
4740,OH,HCAC Cross Country Championship,2012-10-27
3911,NY,UAA Cross Country Championships,2012-10-27
4762,NY,SUNYAC Cross Country Championships,2012-10-27
4585,NY,Patriot League Cross Country Championships,2012-10-27
4647,NY,Mid-American Conference Cross Country Champioinships,2012-10-27
4634,NY,MEAC XC Championships,2012-10-27
4738,NY,Liberty League Championship,2012-10-27
4747,NY,2012 Empire Eight Cross Country Championship,2012-10-27
4434,NJ,NJAC Cross Country Championships,2012-10-27
4264,NJ,Ivy League Cross Country Championships,2012-10-27
4767,NH,NAC Cross Country Championships,2012-10-27
4781,NH,Great Northeast Athletics Conference Championships,2012-10-27
4723,NH,America East Championships,2012-10-27
4749,NC,USA South Championship,2012-10-27
4338,MS,SAA Cross Country Championships,2012-10-27
3682,MS,American Southwest Conference Championships,2012-10-27
4746,MN,MIAC Championships,2012-10-27
4748,MN,2012 UMAC Cross Country Championships,2012-10-27
4493,MI,The Summit League Championships,2012-10-27
4733,MI,MIAA Cross Country Championships,2012-10-27
4513,ME,NESCAC Cross Country Championships,2012-10-27
4300,MD,2012 Capital Athletic Conference XC Championships,2012-10-27
4763,MA,New England Alliance Championships,2012-10-27
4710,MA,Commonwealth Coast Conference Championships,2012-10-27
4371,MA,2012 NEWMAC Championships,2012-10-27
4314,LA,WAC Cross Country Championships,2012-10-27
4473,KY,Sun Belt Conference Cross Country Championships,2012-10-27
4765,IL,SLIAC XC Championships,2012-10-27
4724,IL,Missouri Valley Conference Cross Country Championships,2012-10-27
4783,IL,Great West Cross Country Championships,2012-10-27
3942,IL,CCIW Cross Country Championships,2012-10-27
4731,IA,Iowa Conference Cros Country Championships,2012-10-27
4184,HI,PacWest Conference Cross Country Championships,2012-10-27
4742,GA,GSAC Conference Cross Country Championship,2012-10-27
4474,FL,MAAC Cross Country Championships,2012-10-27
4008,FL,Atlantic Sun Cross Country Championships,2012-10-27
4757,CT,NECC Cross-Country Championship,2012-10-27
4503,CA,Pac-12 Cross Country Championships,2012-10-27
4761,CA,Big West Championships,2012-10-27
4325,CA,2012 SCIAC XC Championships,2012-10-27
4475,AZ,Big Sky Cross Country Championships,2012-10-27
4739,AL,OVC Cross Country Championships,2012-10-27
4771,MI,Big Ten Conference Cross Country Championships,2012-10-28
4419,MS,SWAC Cross Country Championships,2012-10-29
4751,MS,Conference USA Championships,2012-10-29
4823,PR,2da Clasificatoria XC LAI 2012,2012-11-01
4785,OH,Wooster Twilight 5K,2012-11-02
4804,NY,Vassar College Late Season Invitational,2012-11-02
4787,IA,JV Cup,2012-11-02
4246,WI,NCAA Division II Midwest Region Cross Country Championships,2012-11-03
