id,name,gender,state
LA_college_f_Northwestern_St,Northwestern St.,F,LA
LA_college_m_Northwestern_St,Northwestern St.,M,LA
MI_college_f_Northwood,Northwood,F,MI
MI_college_m_Northwood,Northwood,M,MI
TX_college_f_Northwood_U,Northwood (Tex.),F,TX
TX_college_m_Northwood_U,Northwood (Tex.),M,TX
VT_college_f_Norwich,Norwich,F,VT
VT_college_m_Norwich,Norwich,M,VT
IN_college_f_Notre_Dame_IN,Notre Dame,F,IN
IN_college_m_Notre_Dame_IN,Notre Dame,M,IN
MD_college_f_Notre_Dame_MD,Notre Dame (Md.),F,MD
OH_college_f_Notre_Dame_OH,Notre Dame (Ohio),F,OH
OH_college_m_Notre_Dame_OH,Notre Dame (Ohio),M,OH
CA_college_f_Notre_Dame_de_Namur,Notre Dame de Namur,F,CA
CA_college_m_Notre_Dame_de_Namur,Notre Dame de Namur,M,CA
FL_college_f_Nova_Southeastern,Nova Southeastern,F,FL
FL_college_m_Nova_Southeastern,Nova Southeastern,M,FL
VT_college_f_Johnson_St,NVU-Johnson,F,VT
VT_college_m_Johnson_St,NVU-Johnson,M,VT
VT_college_f_Lyndon_State,NVU-Lyndon,F,VT
VT_college_m_Lyndon_State,NVU-Lyndon,M,VT
MO_college_f_NW_Missouri,NW Missouri,F,MO
MO_college_m_NW_Missouri,NW Missouri,M,MO
NY_college_f_Nyack,Nyack,F,NY
NY_college_m_Nyack,Nyack,M,NY
NY_college_f_NYIT,NYIT,F,NY
NY_college_m_NYIT,NYIT,M,NY
NY_college_f_NYU,NYU,F,NY
NY_college_m_NYU,NYU,M,NY
MN_college_f_Oak_Hills_Christian,Oak Hills Christian,F,MN
MN_college_m_Oak_Hills_Christian,Oak Hills Christian,M,MN
MI_college_f_Oakland,Oakland,F,MI
MI_college_m_Oakland,Oakland,M,MI
MI_jcollege_f_Oakland_CC,Oakland CC,F,MI
MI_jcollege_m_Oakland_CC,Oakland CC,M,MI
IN_college_f_Oakland_City,Oakland City,F,IN
IN_college_m_Oakland_City,Oakland City,M,IN
IL_jcollege_f_Oakton_CC,Oakton CC,F,IL
IL_jcollege_m_Oakton_CC,Oakton CC,M,IL
OH_college_f_Oberlin,Oberlin,F,OH
OH_college_m_Oberlin,Oberlin,M,OH
CA_college_f_Occidental,Occidental,F,CA
CA_college_m_Occidental,Occidental,M,CA
TX_jcollege_f_Odessa,Odessa,F,TX
TX_jcollege_m_Odessa,Odessa,M,TX
GA_college_f_Oglethorpe,Oglethorpe,F,GA
GA_college_m_Oglethorpe,Oglethorpe,M,GA
OH_college_f_Ohio_U,Ohio,F,OH
OH_college_m_Ohio_U,Ohio,M,OH
OH_college_f_OhioChristian,Ohio Christian,F,OH
OH_college_m_OhioChristian,Ohio Christian,M,OH
OH_college_f_Ohio_Dominican,Ohio Dominican,F,OH
OH_college_m_Ohio_Dominican,Ohio Dominican,M,OH
OH_college_f_Ohio_Northern,Ohio Northern,F,OH
OH_college_m_Ohio_Northern,Ohio Northern,M,OH
OH_college_f_Ohio_State,Ohio State,F,OH
OH_college_m_Ohio_State,Ohio State,M,OH
WV_college_f_Ohio_Valley,Ohio Valley,F,WV
WV_college_m_Ohio_Valley,Ohio Valley,M,WV
OH_college_f_Ohio_Wesleyan,Ohio Wesleyan,F,OH
OH_college_m_Ohio_Wesleyan,Ohio Wesleyan,M,OH
OK_college_f_Okla_Panhandle,Okla. Panhandle,F,OK
OK_college_m_Okla_Panhandle,Okla. Panhandle,M,OK
OK_college_f_Oklahoma,Oklahoma,F,OK
OK_college_m_Oklahoma,Oklahoma,M,OK
OK_college_f_Oklahoma_Baptist,Oklahoma Baptist,F,OK
OK_college_m_Oklahoma_Baptist,Oklahoma Baptist,M,OK
OK_college_f_Oklahoma_Christian,Oklahoma Christian,F,OK
OK_college_m_Oklahoma_Christian,Oklahoma Christian,M,OK
OK_college_f_Oklahoma_City,Oklahoma City,F,OK
OK_college_m_Oklahoma_City,Oklahoma City,M,OK
OK_college_f_Oklahoma_State,Oklahoma State,F,OK
OK_college_m_Oklahoma_State,Oklahoma State,M,OK
OK_college_f_Oklahoma_Wesleyan,Oklahoma Wesleyan,F,OK
OK_college_m_Oklahoma_Wesleyan,Oklahoma Wesleyan,M,OK
NY_college_f_Old_Westbury,Old Westbury,F,NY
NY_college_m_Old_Westbury,Old Westbury,M,NY
MS_college_f_Mississippi,Ole Miss,F,MS
MS_college_m_Mississippi,Ole Miss,M,MS
MI_college_f_Olivet,Olivet,F,MI
MI_college_m_Olivet,Olivet,M,MI
IL_college_f_Olivet_Nazarene,Olivet Nazarene,F,IL
IL_college_m_Olivet_Nazarene,Olivet Nazarene,M,IL
WA_jcollege_f_Olympic_College,Olympic College,F,WA
WA_jcollege_m_Olympic_College,Olympic College,M,WA
NE_college_f_Omaha,Omaha,F,NE
NY_college_f_Oneonta,Oneonta,F,NY
NY_college_m_Oneonta,Oneonta,M,NY
NY_jcollege_f_Onondaga_CC,Onondaga CC,F,NY
NY_jcollege_m_Onondaga_CC,Onondaga CC,M,NY
OK_college_f_Oral_Roberts,Oral Roberts,F,OK
OK_college_m_Oral_Roberts,Oral Roberts,M,OK
OR_college_f_Oregon,Oregon,F,OR
OR_college_m_Oregon,Oregon,M,OR
OR_college_f_Oregon_State,Oregon State,F,OR
OR_college_m_Oregon_State,Oregon State,M,OR
OR_college_f_Oregon_Tech,Oregon Tech,F,OR
OR_college_m_Oregon_Tech,Oregon Tech,M,OR
NY_college_f_Oswego_State,Oswego State,F,NY
NY_college_m_Oswego_State,Oswego State,M,NY
KS_college_f_Ottawa,Ottawa,F,KS
KS_college_m_Ottawa,Ottawa,M,KS
AZ_college_f_Ottawa_University_AZ,Ottawa (AZ),F,AZ
AZ_college_m_Ottawa_University_AZ,Ottawa (AZ),M,AZ
OH_college_f_Otterbein,Otterbein,F,OH
OH_college_m_Otterbein,Otterbein,M,OH
AR_college_f_Ouachita_Baptist,Ouachita Baptist,F,AR
AR_college_m_Ouachita_Baptist,Ouachita Baptist,M,AR
TX_college_f_Our_Lady_of_the_Lake,Our Lady of the Lake,F,TX
TX_college_m_Our_Lady_of_the_Lake,Our Lady of the Lake,M,TX
OH_jcollege_f_Owens_CC,Owens CC,F,OH
OH_jcollege_m_Owens_CC,Owens CC,M,OH
NH_hs_f_Oyster_River,Oyster River,F,NH
NH_hs_m_Oyster_River,Oyster River,M,NH
MO_college_f_Ozark_Christian_College,Ozark Christian College,F,MO
MO_college_m_Ozark_Christian_College,Ozark Christian College,M,MO
AR_college_f_Ozarks,Ozarks (Ark.),F,AR
AR_college_m_Ozarks,Ozarks (Ark.),M,AR
PR_college_f_PR_Bayamon,P.R.-Bayamon,F,PR
PR_college_m_PR_Bayamon,P.R.-Bayamon,M,PR
PR_college_f_PR_Carolina,P.R.-Carolina,F,PR
PR_college_m_PR_Carolina,P.R.-Carolina,M,PR
PR_college_f_PR_Cayey,P.R.-Cayey,F,PR
PR_college_m_PR_Cayey,P.R.-Cayey,M,PR
PR_college_f_PR_Mayaguez,P.R.-Mayaguez,F,PR
PR_college_m_PR_Mayaguez,P.R.-Mayaguez,M,PR
PR_college_f_PR_Rio_Piedras,P.R.-Rio Piedras,F,PR
PR_college_m_PR_Rio_Piedras,P.R.-Rio Piedras,M,PR
NY_college_f_Pace,Pace,F,NY
NY_college_m_Pace,Pace,M,NY
CA_college_f_Pacific_CA,Pacific,F,CA
CA_college_m_Pacific_CA,Pacific,M,CA
OR_college_f_Pacific_OR,Pacific (Ore.),F,OR
OR_college_m_Pacific_OR,Pacific (Ore.),M,OR
WA_college_f_Pacific_Lutheran,Pacific Lutheran,F,WA
WA_college_m_Pacific_Lutheran,Pacific Lutheran,M,WA
CA_college_f_Pacific_Union,Pacific Union,F,CA
CA_college_m_Pacific_Union,Pacific Union,M,CA
GA_college_f_Paine,Paine,F,GA
GA_college_m_Paine,Paine,M,GA
FL_college_f_Palm_Beach_Atlantic,Palm Beach Atlantic,F,FL
FL_college_m_Palm_Beach_Atlantic,Palm Beach Atlantic,M,FL
AZ_jcollege_f_Paradise_Valley,Paradise Valley,F,AZ
AZ_jcollege_m_Paradise_Valley,Paradise Valley,M,AZ
AZ_college_f_Park_U_Gilbert,Park Gilbert,F,AZ
AZ_college_m_Park_U_Gilbert,Park Gilbert,M,AZ
MO_college_f_Park_U,Park U.,F,MO
MO_college_m_Park_U,Park U.,M,MO
IL_jcollege_f_Parkland_College,Parkland College,F,IL
IL_jcollege_m_Parkland_College,Parkland College,M,IL
NJ_jcollege_f_Passaic_County_CC,Passaic County CC,F,NJ
NJ_jcollege_m_Passaic_County_CC,Passaic County CC,M,NJ
VA_jcollege_f_Patrick_Henry_CC,Patrick Henry CC,F,VA
VA_jcollege_m_Patrick_Henry_CC,Patrick Henry CC,M,VA
TX_college_f_Paul_Quinn,Paul Quinn,F,TX
TX_college_m_Paul_Quinn,Paul Quinn,M,TX
NH_hs_f_Pelham,Pelham,F,NH
NH_hs_m_Pelham,Pelham,M,NH
NH_hs_f_Pembroke,Pembroke,F,NH
NH_hs_m_Pembroke,Pembroke,M,NH
PA_college_f_Penn,Penn,F,PA
PA_college_m_Penn,Penn,M,PA
PA_college_f_Penn_College,Penn College,F,PA
PA_college_m_Penn_College,Penn College,M,PA
PA_college_f_Penn_State,Penn State,F,PA
PA_college_m_Penn_State,Penn State,M,PA
FL_jcollege_f_Pensacola State College,Pensacola State College,F,FL
FL_jcollege_m_Pensacola State College,Pensacola State College,M,FL
CA_college_f_Pepperdine,Pepperdine,F,CA
CA_college_m_Pepperdine,Pepperdine,M,CA
NE_college_f_Peru_State,Peru State,F,NE
NE_college_m_Peru_State,Peru State,M,NE
NC_college_f_Pfeiffer,Pfeiffer,F,NC
NC_college_m_Pfeiffer,Pfeiffer,M,NC
AR_college_f_PhilanderSmith,Philander Smith,F,AR
AR_college_m_PhilanderSmith,Philander Smith,M,AR
AZ_jcollege_f_Phoenix_College,Phoenix College,F,AZ
AZ_jcollege_m_Phoenix_College,Phoenix College,M,AZ
GA_college_f_Piedmont,Piedmont,F,GA
GA_college_m_Piedmont,Piedmont,M,GA
WA_jcollege_f_Pierce_College_WA,Pierce College (WA),F,WA
WA_jcollege_m_Pierce_College_WA,Pierce College (WA),M,WA
KY_college_f_Pikeville,Pikeville,F,KY
KY_college_m_Pikeville,Pikeville,M,KY
AZ_jcollege_f_Pima_CC,Pima CC,F,AZ
AZ_jcollege_m_Pima_CC,Pima CC,M,AZ
MA_college_f_Pine_Manor,Pine Manor,F,MA
MA_college_m_Pine_Manor,Pine Manor,M,MA
NH_hs_f_Pinkerton,Pinkerton,F,NH
NH_hs_m_Pinkerton,Pinkerton,M,NH
PA_college_f_Pitt_Bradford,Pitt.-Bradford,F,PA
PA_college_m_Pitt_Bradford,Pitt.-Bradford,M,PA
PA_college_f_Pitt_Greensburg,Pitt.-Greensburg,F,PA
PA_college_m_Pitt_Greensburg,Pitt.-Greensburg,M,PA
PA_college_f_Pitt_Johnstown,Pitt.-Johnstown,F,PA
PA_college_m_Pitt_Johnstown,Pitt.-Johnstown,M,PA
KS_college_f_Pittsburg_St,Pittsburg St.,F,KS
KS_college_m_Pittsburg_St,Pittsburg St.,M,KS
PA_college_f_Pittsburgh,Pittsburgh,F,PA
PA_college_m_Pittsburgh,Pittsburgh,M,PA
NH_hs_f_Pittsfield,Pittsfield,F,NH
NH_hs_m_Pittsfield,Pittsfield,M,NH
NY_college_f_Plattsburgh_St,Plattsburgh St.,F,NY
NY_college_m_Plattsburgh_St,Plattsburgh St.,M,NY
NH_hs_f_Plymouth_Regional,Plymouth Regional,F,NH
NH_hs_m_Plymouth_Regional,Plymouth Regional,M,NH
NH_college_f_Plymouth_State,Plymouth State,F,NH
NH_college_m_Plymouth_State,Plymouth State,M,NH
GA_college_f_Point,Point,F,GA
GA_college_m_Point,Point,M,GA
CA_college_f_Point_Loma,Point Loma,F,CA
CA_college_m_Point_Loma,Point Loma,M,CA
PA_college_f_Point_Park,Point Park,F,PA
PA_college_m_Point_Park,Point Park,M,PA
NY_college_f_Polytechnic,Polytechnic (N.Y.),F,NY
NY_college_m_Polytechnic,Polytechnic (N.Y.),M,NY
CA_college_f_Pomona_Pitzer,Pomona-Pitzer,F,CA
CA_college_m_Pomona_Pitzer,Pomona-Pitzer,M,CA
OR_college_f_Portland,Portland,F,OR
OR_college_m_Portland,Portland,M,OR
OR_college_f_Portland_State,Portland State,F,OR
OR_college_m_Portland_State,Portland State,M,OR
NH_hs_f_Portsmouth,Portsmouth,F,NH
NH_hs_m_Portsmouth,Portsmouth,M,NH
NH_hs_f_Portsmouth_Christian,Portsmouth Christian,F,NH
NH_hs_m_Portsmouth_Christian,Portsmouth Christian,M,NH
CT_college_f_Post,Post,F,CT
CT_college_m_Post,Post,M,CT
NY_college_f_Potsdam_St,Potsdam St.,F,NY
NY_college_m_Potsdam_St,Potsdam St.,M,NY
TX_college_f_Prairie_View,Prairie View,F,TX
TX_college_m_Prairie_View,Prairie View,M,TX
KS_jcollege_f_Pratt_CC,Pratt CC,F,KS
KS_jcollege_m_Pratt_CC,Pratt CC,M,KS
NY_college_f_Pratt_Institute,Pratt Institute,F,NY
NY_college_m_Pratt_Institute,Pratt Institute,M,NY
SC_college_f_Presbyterian,Presbyterian,F,SC
SC_college_m_Presbyterian,Presbyterian,M,SC
MD_jcollege_f_Prince_Georges_CC,Prince George's CC,F,MD
MD_jcollege_m_Prince_Georges_CC,Prince George's CC,M,MD
NJ_college_f_Princeton,Princeton,F,NJ
NJ_college_m_Princeton,Princeton,M,NJ
IL_college_f_Principia,Principia,F,IL
IL_college_m_Principia,Principia,M,IL
NH_hs_f_Prospect_Mountain,Prospect Mountain,F,NH
NH_hs_m_Prospect_Mountain,Prospect Mountain,M,NH
RI_college_f_Providence,Providence,F,RI
RI_college_m_Providence,Providence,M,RI
MT_college_f_Great_Falls,Providence (Great Falls),F,MT
MT_college_m_Great_Falls,Providence (Great Falls),M,MT
CA_college_f_Providence_Christian,Providence Christian,F,CA
CA_college_m_Providence_Christian,Providence Christian,M,CA
PA_college_f_Penn_State_Abington,PSU-Abington,F,PA
PA_college_m_Penn_State_Abington,PSU-Abington,M,PA
PA_college_f_Penn_State_Altoona,PSU-Altoona,F,PA
PA_college_m_Penn_State_Altoona,PSU-Altoona,M,PA
PA_college_f_Penn_State_Behrend,PSU-Behrend,F,PA
PA_college_m_Penn_State_Behrend,PSU-Behrend,M,PA
PA_college_f_Penn_State_Berks,PSU-Berks,F,PA
PA_college_m_Penn_State_Berks,PSU-Berks,M,PA
PA_college_f_Penn_State-Brandywine,PSU-Brandywine,F,PA
PA_college_m_Penn_State-Brandywine,PSU-Brandywine,M,PA
PA_college_f_PSU-Fayette,PSU-Fayette,F,PA
PA_college_m_PSU-Fayette,PSU-Fayette,M,PA
PA_college_f_Penn_State_Allegheny,PSU-Greater Allegheny,F,PA
PA_college_m_Penn_State_Allegheny,PSU-Greater Allegheny,M,PA
PA_college_f_Penn_State-Harrisburg,PSU-Harrisburg,F,PA
PA_college_m_Penn_State-Harrisburg,PSU-Harrisburg,M,PA
PA_college_f_PSU-Schuylkill,PSU-Schuylkill,F,PA
PA_college_m_PSU-Schuylkill,PSU-Schuylkill,M,PA
PA_college_f_PSU-Scranton,PSU-Scranton,F,PA
PA_college_m_PSU-Scranton,PSU-Scranton,M,PA
PA_college_f_Penn_State_York,PSU-York,F,PA
PA_college_m_Penn_State_York,PSU-York,M,PA
WA_college_f_Puget_Sound,Puget Sound,F,WA
WA_college_m_Puget_Sound,Puget Sound,M,WA
NY_college_f_Purchase,Purchase,F,NY
NY_college_m_Purchase,Purchase,M,NY
IN_college_f_Purdue,Purdue,F,IN
IN_college_m_Purdue,Purdue,M,IN
IN_college_f_PFW,Purdue Fort Wayne,F,IN
IN_college_m_PFW,Purdue Fort Wayne,M,IN
IN_college_f_Purdue_Northwest,Purdue Northwest,F,IN
IN_college_m_Purdue_Northwest,Purdue Northwest,M,IN
NC_college_f_Queens_NC,Queens (N.C.),F,NC
NC_college_m_Queens_NC,Queens (N.C.),M,NC
NY_college_f_Queens_NY,Queens (N.Y.),F,NY
NY_college_m_Queens_NY,Queens (N.Y.),M,NY
NY_jcollege_f_Queensborough_CC,Queensborough CC,F,NY
NY_jcollege_m_Queensborough_CC,Queensborough CC,M,NY
IL_college_f_Quincy,Quincy,F,IL
IL_college_m_Quincy,Quincy,M,IL
CT_college_f_Quinnipiac,Quinnipiac,F,CT
CT_college_m_Quinnipiac,Quinnipiac,M,CT
VA_college_f_Radford,Radford,F,VA
VA_college_m_Radford,Radford,M,VA
NJ_college_f_Ramapo,Ramapo,F,NJ
NJ_college_m_Ramapo,Ramapo,M,NJ
VA_college_f_Randolph,Randolph,F,VA
VA_college_m_Randolph,Randolph,M,VA
TX_jcollege_f_Ranger,Ranger,F,TX
TX_jcollege_m_Ranger,Ranger,M,TX
NH_hs_f_Raymond,Raymond,F,NH
NH_hs_m_Raymond,Raymond,M,NH
NJ_jcollege_f_Rowan_College_Cumberland,RC - Cumberland,F,NJ
NJ_jcollege_m_Rowan_College_Cumberland,RC - Cumberland,M,NJ
NJ_jcollege_f_Gloucester_County_College,RC - Gloucester CC,F,NJ
NJ_jcollege_m_Gloucester_County_College,RC - Gloucester CC,M,NJ
CA_college_f_Redlands,Redlands,F,CA
CA_college_m_Redlands,Redlands,M,CA
VA_college_f_Regent,Regent University,F,VA
VA_college_m_Regent,Regent University,M,VA
CO_college_f_Regis_CO,Regis (Colo.),F,CO
CO_college_m_Regis_CO,Regis (Colo.),M,CO
MA_college_f_Regis_MA,Regis (Mass.),F,MA
MA_college_m_Regis_MA,Regis (Mass.),M,MA
GA_college_f_Reinhardt,Reinhardt,F,GA
GA_college_m_Reinhardt,Reinhardt,M,GA
IL_jcollege_f_Rend_Lake,Rend Lake,F,IL
IL_jcollege_m_Rend_Lake,Rend Lake,M,IL
RI_college_f_Rhode_Island,Rhode Island,F,RI
RI_college_m_Rhode_Island,Rhode Island,M,RI
TN_college_f_Rhodes,Rhodes,F,TN
TN_college_m_Rhodes,Rhodes,M,TN
RI_college_f_RIC,RIC,F,RI
RI_college_m_RIC,RIC,M,RI
TX_college_f_Rice,Rice,F,TX
TX_college_m_Rice,Rice,M,TX
VA_jcollege_f_Richard_Bland,Richard Bland,F,VA
VA_jcollege_m_Richard_Bland,Richard Bland,M,VA
VA_college_f_Richmond,Richmond,F,VA
VA_college_m_Richmond,Richmond,M,VA
ID_jcollege_f_Ricks,Ricks,F,ID
ID_jcollege_m_Ricks,Ricks,M,ID
NJ_college_f_Rider,Rider,F,NJ
NJ_college_m_Rider,Rider,M,NJ
OH_college_f_Rio_Grande,Rio Grande,F,OH
OH_college_m_Rio_Grande,Rio Grande,M,OH
WI_college_f_Ripon,Ripon,F,WI
WI_college_m_Ripon,Ripon,M,WI
NY_college_f_RIT,RIT,F,NY
NY_college_m_RIT,RIT,M,NY
NH_college_f_Rivier,Rivier,F,NH
NH_college_m_Rivier,Rivier,M,NH
VA_college_f_Roanoke,Roanoke,F,VA
VA_college_m_Roanoke,Roanoke,M,VA
PA_college_f_Robert_Morris_PA,Robert Morris,F,PA
PA_college_m_Robert_Morris_PA,Robert Morris,M,PA
IL_college_f_Robert_Morris_IL,Robert Morris (Ill.),F,IL
IL_college_m_Robert_Morris_IL,Robert Morris (Ill.),M,IL
IL_college_f_RobertMorrisSpringfield,Robert Morris-Springfield,F,IL
IL_college_m_RobertMorrisSpringfield,Robert Morris-Springfield,M,IL
NY_college_f_Roberts_Wesleyan,Roberts Wesleyan,F,NY
NY_college_m_Roberts_Wesleyan,Roberts Wesleyan,M,NY
NY_college_f_Rochester,Rochester,F,NY
NY_college_m_Rochester,Rochester,M,NY
MI_college_f_Rochester_University,Rochester (MI),F,MI
MI_college_m_Rochester_University,Rochester (MI),M,MI
IL_college_f_Rockford,Rockford,F,IL
IL_college_m_Rockford,Rockford,M,IL
MT_college_f_Rocky_Mountain,Rocky Mountain,F,MT
MT_college_m_Rocky_Mountain,Rocky Mountain,M,MT
RI_college_f_Roger_Williams,Roger Williams,F,RI
RI_college_m_Roger_Williams,Roger Williams,M,RI
OK_college_f_Rogers_State,Rogers State,F,OK
OK_college_m_Rogers_State,Rogers State,M,OK
OR_jcollege_f_Rogue_Community_College,Rogue CC,F,OR
OR_jcollege_m_Rogue_Community_College,Rogue CC,M,OR
FL_college_f_Rollins,Rollins,F,FL
FL_college_m_Rollins,Rollins,M,FL
IL_college_f_Roosevelt,Roosevelt,F,IL
IL_college_m_Roosevelt,Roosevelt,M,IL
IN_college_f_Rose_Hulman,Rose-Hulman,F,IN
IN_college_m_Rose_Hulman,Rose-Hulman,M,IN
NJ_college_f_Rowan,Rowan,F,NJ
NJ_college_m_Rowan,Rowan,M,NJ
MA_jcollege_f_Roxbury_CC,Roxbury CC,F,MA
MA_jcollege_m_Roxbury_CC,Roxbury CC,M,MA
NY_college_f_RPI,RPI,F,NY
NY_college_m_RPI,RPI,M,NY
MS_college_f_Rust,Rust,F,MS
MS_college_m_Rust,Rust,M,MS
NJ_college_f_Rutgers,Rutgers,F,NJ
NJ_college_m_Rutgers,Rutgers,M,NJ
NJ_college_f_Rutgers_Camden,Rutgers-Camden,F,NJ
NJ_college_m_Rutgers_Camden,Rutgers-Camden,M,NJ
NJ_college_f_Rutgers_Newark,Rutgers-Newark,F,NJ
NJ_college_m_Rutgers_Newark,Rutgers-Newark,M,NJ
CA_college_f_Sacramento_St,Sacramento St.,F,CA
CA_college_m_Sacramento_St,Sacramento St.,M,CA
CT_college_f_Sacred_Heart,Sacred Heart,F,CT
CT_college_m_Sacred_Heart,Sacred Heart,M,CT
NY_college_f_Sage,Sage,F,NY
NY_college_m_Sage,Sage,M,NY
MI_college_f_Saginaw_Valley,Saginaw Valley,F,MI
MI_college_m_Saginaw_Valley,Saginaw Valley,M,MI
PA_college_f_Saint_Francis_PA,Saint Francis,F,PA
PA_college_m_Saint_Francis_PA,Saint Francis,M,PA
FL_college_f_Saint_Leo,Saint Leo,F,FL
FL_college_m_Saint_Leo,Saint Leo,M,FL
MO_college_f_St_Louis_U,Saint Louis,F,MO
MO_college_m_St_Louis_U,Saint Louis,M,MO
WA_college_f_St_Martins,Saint Martin's,F,WA
WA_college_m_St_Martins,Saint Martin's,M,WA
MN_college_f_St_Marys_MN,Saint Mary's (Minn.),F,MN
MN_college_m_St_Marys_MN,Saint Mary's (Minn.),M,MN
NY_college_f_College_of_St_Rose,Saint Rose,F,NY
NY_college_m_College_of_St_Rose,Saint Rose,M,NY
NH_hs_f_Salem,Salem,F,NH
NH_hs_m_Salem,Salem,M,NH
NC_college_f_Salem,Salem (N.C.),F,NC
WV_college_f_Salem_Intl,Salem (W.V.),F,WV
WV_college_m_Salem_Intl,Salem (W.V.),M,WV
MA_college_f_Salem_State,Salem State,F,MA
MA_college_m_Salem_State,Salem State,M,MA
MD_college_f_Salisbury,Salisbury,F,MD
MD_college_m_Salisbury,Salisbury,M,MD
UT_jcollege_f_Salt_Lake_Community_College,Salt Lake,F,UT
UT_jcollege_m_Salt_Lake_Community_College,Salt Lake,M,UT
RI_college_f_Salve_Regina,Salve Regina,F,RI
RI_college_m_Salve_Regina,Salve Regina,M,RI
TX_college_f_Sam_Houston,Sam Houston,F,TX
TX_college_m_Sam_Houston,Sam Houston,M,TX
AL_college_f_Samford,Samford,F,AL
AL_college_m_Samford,Samford,M,AL
CA_college_f_San_Diego,San Diego,F,CA
CA_college_m_San_Diego,San Diego,M,CA
CA_college_f_San_Diego_Christian,San Diego Christian,F,CA
CA_college_m_San_Diego_Christian,San Diego Christian,M,CA
CA_college_f_San_Diego_State,San Diego St.,F,CA
CA_college_m_San_Diego_State,San Diego St.,M,CA
CA_college_f_San_Francisco,San Francisco,F,CA
CA_college_m_San_Francisco,San Francisco,M,CA
CA_college_f_San_Francisco_St,San Francisco St.,F,CA
CA_college_m_San_Francisco_St,San Francisco St.,M,CA
CA_college_f_San_Jose_State,San Jose St.,F,CA
CA_college_m_San_Jose_State,San Jose St.,M,CA
CA_college_f_Cal_St_San_Marcos,San Marcos,F,CA
CA_college_m_Cal_St_San_Marcos,San Marcos,M,CA
NH_hs_f_Sanborn_Regional,Sanborn Regional,F,NH
NH_hs_m_Sanborn_Regional,Sanborn Regional,M,NH
NC_jcollege_f_Sandhills_CC,Sandhills CC,F,NC
NC_jcollege_m_Sandhills_CC,Sandhills CC,M,NC
CA_college_f_Santa_Clara,Santa Clara,F,CA
CA_college_m_Santa_Clara,Santa Clara,M,CA
IL_jcollege_f_Sauk_Valley_CC,Sauk Valley CC,F,IL
IL_jcollege_m_Sauk_Valley_CC,Sauk Valley CC,M,IL
GA_college_f_Savannah_State,Savannah State,F,GA
GA_college_m_Savannah_State,Savannah State,M,GA
GA_college_f_SCADAtlanta,SCAD Atlanta,F,GA
GA_college_m_SCADAtlanta,SCAD Atlanta,M,GA
GA_college_f_Savannah_Coll_of_Art__Design,SCAD Savannah,F,GA
GA_college_m_Savannah_Coll_of_Art__Design,SCAD Savannah,M,GA
TX_college_f_Schreiner,Schreiner,F,TX
TX_college_m_Schreiner,Schreiner,M,TX
OK_college_f_Science__Arts,Science & Arts,F,OK
OK_college_m_Science__Arts,Science & Arts,M,OK
AZ_jcollege_f_Scottsdale_CC,Scottsdale CC,F,AZ
AZ_jcollege_m_Scottsdale_CC,Scottsdale CC,M,AZ
PA_college_f_Scranton,Scranton,F,PA
PA_college_m_Scranton,Scranton,M,PA
LA_college_f_SE_Louisiana,SE Louisiana,F,LA
LA_college_m_SE_Louisiana,SE Louisiana,M,LA
MO_college_f_SE_Missouri,SE Missouri,F,MO
MO_college_m_SE_Missouri,SE Missouri,M,MO
WA_college_f_Seattle_Pacific,Seattle Pacific,F,WA
WA_college_m_Seattle_Pacific,Seattle Pacific,M,WA
WA_college_f_Seattle_U,Seattle U.,F,WA
WA_college_m_Seattle_U,Seattle U.,M,WA
FL_jcollege_f_Seminole_CC,Seminole State College,F,FL
FL_jcollege_m_Seminole_CC,Seminole State College,M,FL
NJ_college_f_Seton_Hall,Seton Hall,F,NJ
NJ_college_m_Seton_Hall,Seton Hall,M,NJ
PA_college_f_Seton_Hill,Seton Hill,F,PA
PA_college_m_Seton_Hill,Seton Hill,M,PA
NC_college_f_Shaw,Shaw,F,NC
NC_college_m_Shaw,Shaw,M,NC
OH_college_f_Shawnee_State,Shawnee State,F,OH
OH_college_m_Shawnee_State,Shawnee State,M,OH
VA_college_f_Shenandoah,Shenandoah,F,VA
VA_college_m_Shenandoah,Shenandoah,M,VA
WV_college_f_Shephard_University,Shepherd,F,WV
WV_college_m_Shephard_University,Shepherd,M,WV
PA_college_f_Shippensburg,Shippensburg,F,PA
PA_college_m_Shippensburg,Shippensburg,M,PA
GA_college_f_Shorter,Shorter,F,GA
GA_college_m_Shorter,Shorter,M,GA
LA_college_f_Shrevepost-LSU,Shrevepost-LSU,F,LA
LA_college_m_Shrevepost-LSU,Shrevepost-LSU,M,LA
SD_college_f_Si_Tanka,Si Tanka,F,SD
SD_college_m_Si_Tanka,Si Tanka,M,SD
NY_college_f_Siena,Siena,F,NY
NY_college_m_Siena,Siena,M,NY
MI_college_f_Siena_Heights,Siena Heights,F,MI
MI_college_m_Siena_Heights,Siena Heights,M,MI
BC_college_f_Simon_Fraser,Simon Fraser,F,BC
BC_college_m_Simon_Fraser,Simon Fraser,M,BC
CA_college_f_Simpson_Cal,Simpson (Cal.),F,CA
CA_college_m_Simpson_Cal,Simpson (Cal.),M,CA
IA_college_f_Simpson,Simpson (Iowa),F,IA
IA_college_m_Simpson,Simpson (Iowa),M,IA
SD_college_f_Sioux_Falls,Sioux Falls,F,SD
