id,name,gender,state
NC_college_f_Livingstone,Livingstone,F,NC
NC_college_m_Livingstone,Livingstone,M,NC
PA_college_f_Lock_Haven,Lock Haven,F,PA
PA_college_m_Lock_Haven,Lock Haven,M,PA
TX_jcollege_f_Lon_Morris,Lon Morris,F,TX
TX_jcollege_m_Lon_Morris,Lon Morris,M,TX
NH_hs_f_Londonderry,Londonderry,F,NH
NH_hs_m_Londonderry,Londonderry,M,NH
CA_college_f_Long_Beach_St,Long Beach St.,F,CA
CA_college_m_Long_Beach_St,Long Beach St.,M,CA
VA_college_f_Longwood,Longwood,F,VA
VA_college_m_Longwood,Longwood,M,VA
IA_college_f_Loras,Loras,F,IA
IA_college_m_Loras,Loras,M,IA
NC_jcollege_f_Louisburg_College,Louisburg College,F,NC
NC_jcollege_m_Louisburg_College,Louisburg College,M,NC
LA_college_f_Louisiana_Lafayette,Louisiana,F,LA
LA_college_m_Louisiana_Lafayette,Louisiana,M,LA
LA_college_f_Louisiana_College,Louisiana College,F,LA
LA_college_m_Louisiana_College,Louisiana College,M,LA
LA_college_f_Louisiana_Tech,Louisiana Tech,F,LA
LA_college_m_Louisiana_Tech,Louisiana Tech,M,LA
KY_college_f_Louisville,Louisville,F,KY
KY_college_m_Louisville,Louisville,M,KY
OH_college_f_Lourdes,Lourdes,F,OH
OH_college_m_Lourdes,Lourdes,M,OH
IL_college_f_Loyola_IL,Loyola (Ill.),F,IL
IL_college_m_Loyola_IL,Loyola (Ill.),M,IL
MD_college_f_Loyola_MD,Loyola (Md.),F,MD
MD_college_m_Loyola_MD,Loyola (Md.),M,MD
CA_college_f_Loyola_Marymount,Loyola Marymount,F,CA
CA_college_m_Loyola_Marymount,Loyola Marymount,M,CA
LA_college_f_Loyola_New_Orleans,Loyola-New Orleans,F,LA
LA_college_m_Loyola_New_Orleans,Loyola-New Orleans,M,LA
LA_college_f_LSU,LSU,F,LA
LA_college_m_LSU,LSU,M,LA
TX_college_f_Lubbock_Christian,Lubbock Christian,F,TX
TX_college_m_Lubbock_Christian,Lubbock Christian,M,TX
IA_college_f_Luther,Luther,F,IA
IA_college_m_Luther,Luther,M,IA
PA_college_f_Lycoming,Lycoming,F,PA
PA_college_m_Lycoming,Lycoming,M,PA
VA_college_f_Lynchburg,Lynchburg,F,VA
VA_college_m_Lynchburg,Lynchburg,M,VA
FL_college_f_Lynn,Lynn,F,FL
FL_college_m_Lynn,Lynn,M,FL
AR_college_f_Lyon,Lyon,F,AR
AR_college_m_Lyon,Lyon,M,AR
MN_college_f_Macalester,Macalester,F,MN
MN_college_m_Macalester,Macalester,M,MN
IL_college_f_MacMurray,MacMurray,F,IL
IL_college_m_MacMurray,MacMurray,M,IL
MI_jcollege_f_Macomb_CC,Macomb CC,F,MI
MI_jcollege_m_Macomb_CC,Macomb CC,M,MI
MI_college_f_Madonna,Madonna,F,MI
MI_college_m_Madonna,Madonna,M,MI
ME_college_f_Maine,Maine,F,ME
ME_college_m_Maine,Maine,M,ME
ME_college_f_Maine_Maritime,Maine Maritime,F,ME
ME_college_m_Maine_Maritime,Maine Maritime,M,ME
ME_college_f_Maine-Augusta,Maine-Augusta,F,ME
ME_college_m_Maine-Augusta,Maine-Augusta,M,ME
ME_college_f_Maine_Farmington,Maine-Farmington,F,ME
ME_college_m_Maine_Farmington,Maine-Farmington,M,ME
ME_college_f_Maine-Fort_Kent,Maine-Fort Kent,F,ME
ME_college_m_Maine-Fort_Kent,Maine-Fort Kent,M,ME
ME_college_f_Maine_Machias,Maine-Machias,F,ME
ME_college_m_Maine_Machias,Maine-Machias,M,ME
ME_college_f_Maine-Presque_Isle,Maine-Presque Isle,F,ME
ME_college_m_Maine-Presque_Isle,Maine-Presque Isle,M,ME
IL_jcollege_f_Malcolm_X_College,Malcolm X College,F,IL
IL_jcollege_m_Malcolm_X_College,Malcolm X College,M,IL
OH_college_f_Malone,Malone,F,OH
OH_college_m_Malone,Malone,M,OH
IN_college_f_Manchester,Manchester,F,IN
IN_college_m_Manchester,Manchester,M,IN
NH_hs_f_Manchester_Central,Manchester Central,F,NH
NH_hs_m_Manchester_Central,Manchester Central,M,NH
NH_hs_f_Manchester_Memorial,Manchester Memorial,F,NH
NH_hs_m_Manchester_Memorial,Manchester Memorial,M,NH
NH_hs_f_Manchester_West,Manchester West,F,NH
NH_hs_m_Manchester_West,Manchester West,M,NH
NY_college_f_Manhattan,Manhattan,F,NY
NY_college_m_Manhattan,Manhattan,M,NY
NY_college_f_Manhattanville,Manhattanville,F,NY
NY_college_m_Manhattanville,Manhattanville,M,NY
PA_jcollege_f_Manor_College,Manor College,F,PA
PA_jcollege_m_Manor_College,Manor College,M,PA
PA_college_f_Mansfield,Mansfield,F,PA
PA_college_m_Mansfield,Mansfield,M,PA
WI_college_f_Maranatha_Baptist,Maranatha Baptist,F,WI
WI_college_m_Maranatha_Baptist,Maranatha Baptist,M,WI
IN_college_f_Marian_IN,Marian (Ind.),F,IN
IN_college_m_Marian_IN,Marian (Ind.),M,IN
WI_college_f_Marian_WI,Marian (Wis.),F,WI
WI_college_m_Marian_WI,Marian (Wis.),M,WI
OH_college_f_Marietta,Marietta,F,OH
OH_college_m_Marietta,Marietta,M,OH
NY_college_f_Marist,Marist,F,NY
NY_college_m_Marist,Marist,M,NY
WI_college_f_Marquette,Marquette,F,WI
WI_college_m_Marquette,Marquette,M,WI
NC_college_f_Mars_Hill,Mars Hill,F,NC
NC_college_m_Mars_Hill,Mars Hill,M,NC
WV_college_f_Marshall,Marshall,F,WV
WV_college_m_Marshall,Marshall,M,WV
MN_college_f_Martin_Luther,Martin Luther,F,MN
MN_college_m_Martin_Luther,Martin Luther,M,MN
VA_college_f_Mary_Baldwin,Mary Baldwin,F,VA
VA_college_m_Mary_Baldwin,Mary Baldwin,M,VA
VA_college_f_Mary_Washington,Mary Washington,F,VA
VA_college_m_Mary_Washington,Mary Washington,M,VA
MD_college_f_Maryland,Maryland,F,MD
MD_college_m_Maryland,Maryland,M,MD
MD_college_f_Maryland_Eastern_Shore,Maryland-Eastern Shore,F,MD
MD_college_m_Maryland_Eastern_Shore,Maryland-Eastern Shore,M,MD
VA_college_f_Marymount,Marymount (Va.),F,VA
VA_college_m_Marymount,Marymount (Va.),M,VA
CA_college_f_Marymount_College,Marymount California,F,CA
CA_college_m_Marymount_College,Marymount California,M,CA
MO_college_f_Maryville_MO,Maryville (Mo.),F,MO
MO_college_m_Maryville_MO,Maryville (Mo.),M,MO
TN_college_f_Maryville_TN,Maryville (Tenn.),F,TN
TN_college_m_Maryville_TN,Maryville (Tenn.),M,TN
PA_college_f_Marywood,Marywood,F,PA
PA_college_m_Marywood,Marywood,M,PA
NH_hs_f_Mascenic_Regional,Mascenic Regional,F,NH
NH_hs_m_Mascenic_Regional,Mascenic Regional,M,NH
NH_hs_f_Mascoma_Valley,Mascoma Valley,F,NH
NH_hs_m_Mascoma_Valley,Mascoma Valley,M,NH
MA_college_f_Mass_Liberal_Arts,Mass. Liberal Arts,F,MA
MA_college_m_Mass_Liberal_Arts,Mass. Liberal Arts,M,MA
MA_college_f_Mass_Maritime,Mass. Maritime,F,MA
MA_college_m_Mass_Maritime,Mass. Maritime,M,MA
MA_jcollege_f_Massasoit_CC,Massasoit CC,F,MA
MA_jcollege_m_Massasoit_CC,Massasoit CC,M,MA
MD_college_f_McDaniel,McDaniel,F,MD
MD_college_m_McDaniel,McDaniel,M,MD
IL_college_f_McKendree,McKendree,F,IL
IL_college_m_McKendree,McKendree,M,IL
TX_college_f_McMurry,McMurry,F,TX
TX_college_m_McMurry,McMurry,M,TX
LA_college_f_McNeese_State,McNeese State,F,LA
LA_college_m_McNeese_State,McNeese State,M,LA
KS_college_f_McPherson,McPherson,F,KS
KS_college_m_McPherson,McPherson,M,KS
NY_college_f_Medaille,Medaille,F,NY
NY_college_m_Medaille,Medaille,M,NY
NY_college_f_Medgar_Evers,Medgar Evers,F,NY
NY_college_m_Medgar_Evers,Medgar Evers,M,NY
TN_college_f_Memphis,Memphis,F,TN
TN_college_m_Memphis,Memphis,M,TN
CA_college_f_Menlo_College,Menlo College,F,CA
CA_college_m_Menlo_College,Menlo College,M,CA
GA_college_f_Mercer,Mercer,F,GA
NJ_jcollege_f_Mercer_County_CC,Mercer County CC,F,NJ
NJ_jcollege_m_Mercer_County_CC,Mercer County CC,M,NJ
NY_college_f_Mercy,Mercy,F,NY
NY_college_m_Mercy,Mercy,M,NY
PA_college_f_Mercyhurst,Mercyhurst,F,PA
PA_college_m_Mercyhurst,Mercyhurst,M,PA
NC_college_f_Meredith,Meredith,F,NC
NC_college_m_Meredith,Meredith,M,NC
MS_jcollege_f_Meridian_CC,Meridian CC,F,MS
MS_jcollege_m_Meridian_CC,Meridian CC,M,MS
MA_college_f_Merrimack,Merrimack,F,MA
NH_hs_f_Merrimack,Merrimack,F,NH
NH_hs_m_Merrimack,Merrimack,M,NH
MA_college_m_Merrimack,Merrimack,M,MA
NH_hs_f_Merrimack_Valley,Merrimack Valley,F,NH
NH_hs_m_Merrimack_Valley,Merrimack Valley,M,NH
AZ_jcollege_f_Mesa_CC,Mesa CC,F,AZ
AZ_jcollege_m_Mesa_CC,Mesa CC,M,AZ
PA_college_f_Messiah,Messiah,F,PA
PA_college_m_Messiah,Messiah,M,PA
NC_college_f_Methodist,Methodist,F,NC
NC_college_m_Methodist,Methodist,M,NC
MO_jcollege_f_Metropolitan_CC,Metropolitan CC,F,MO
MO_jcollege_m_Metropolitan_CC,Metropolitan CC,M,MO
FL_college_f_Miami_FL,Miami (Fla.),F,FL
FL_college_m_Miami_FL,Miami (Fla.),M,FL
OH_college_f_Miami_OH,Miami (Ohio),F,OH
OH_college_m_Miami_OH,Miami (Ohio),M,OH
MI_college_f_Michigan,Michigan,F,MI
MI_college_m_Michigan,Michigan,M,MI
MI_college_f_Michigan_State,Michigan State,F,MI
MI_college_m_Michigan_State,Michigan State,M,MI
MI_college_f_Michigan_Tech,Michigan Tech,F,MI
MI_college_m_Michigan_Tech,Michigan Tech,M,MI
MI_jcollege_f_Mid_Michigan,Mid Michigan CC,F,MI
MI_jcollege_m_Mid_Michigan,Mid Michigan CC,M,MI
TN_college_f_Mid_Tenn_State,Mid. Tenn. State,F,TN
TN_college_m_Mid_Tenn_State,Mid. Tenn. State,M,TN
KS_college_f_MidAmerica_Nazarene,MidAmerica Nazarene,F,KS
KS_college_m_MidAmerica_Nazarene,MidAmerica Nazarene,M,KS
GA_college_f_Middle_Georgia,Middle Georgia State,F,GA
GA_college_m_Middle_Georgia,Middle Georgia State,M,GA
VT_college_f_Middlebury,Middlebury,F,VT
VT_college_m_Middlebury,Middlebury,M,VT
NJ_jcollege_f_Middlesex_CC,Middlesex CC,F,NJ
NJ_jcollege_m_Middlesex_CC,Middlesex CC,M,NJ
NE_college_f_Midland_Lutheran,Midland,F,NE
NE_college_m_Midland_Lutheran,Midland,M,NE
KY_college_f_Midway,Midway,F,KY
KY_college_m_Midway,Midway,M,KY
TX_college_f_Midwestern_St,Midwestern St.,F,TX
TX_college_m_Midwestern_St,Midwestern St.,M,TX
AL_college_f_Miles,Miles,F,AL
AL_college_m_Miles,Miles,M,AL
NH_hs_f_Milford,Milford,F,NH
NH_hs_m_Milford,Milford,M,NH
PA_college_f_Millersville,Millersville,F,PA
PA_college_m_Millersville,Millersville,M,PA
TN_college_f_Milligan,Milligan,F,TN
TN_college_m_Milligan,Milligan,M,TN
IL_college_f_Millikin,Millikin,F,IL
IL_college_m_Millikin,Millikin,M,IL
CA_college_f_Mills_College,Mills,F,CA
MS_college_f_Millsaps,Millsaps,F,MS
MS_college_m_Millsaps,Millsaps,M,MS
WI_college_f_Milwaukee,Milwaukee,F,WI
WI_college_m_Milwaukee,Milwaukee,M,WI
WI_jcollege_f_Milwaukee_Tech,Milwaukee Tech,F,WI
WI_jcollege_m_Milwaukee_Tech,Milwaukee Tech,M,WI
MO_jcollege_f_Mineral_Area_College,Mineral Area College,F,MO
MO_jcollege_m_Mineral_Area_College,Mineral Area College,M,MO
MN_college_f_Minnesota,Minnesota,F,MN
MN_college_m_Minnesota,Minnesota,M,MN
MN_college_f_Minn_St_Mankato,Minnesota State,F,MN
MN_college_m_Minn_St_Mankato,Minnesota State,M,MN
MN_college_f_Minnesota_Duluth,Minnesota-Duluth,F,MN
MN_college_m_Minnesota_Duluth,Minnesota-Duluth,M,MN
MN_college_f_Minnesota_Morris,Minnesota-Morris,F,MN
MN_college_m_Minnesota_Morris,Minnesota-Morris,M,MN
ND_college_f_Minot_State,Minot State,F,ND
ND_college_m_Minot_State,Minot State,M,ND
PA_college_f_Misericordia,Misericordia,F,PA
PA_college_m_Misericordia,Misericordia,M,PA
MS_college_f_Mississippi_St,Miss State,F,MS
MS_college_m_Mississippi_St,Miss State,M,MS
MS_college_f_Miss_Univ_for_Women,Miss. Univ. for Women,F,MS
MS_college_m_Miss_Univ_for_Women,Miss. Univ. for Women,M,MS
MS_college_f_Mississippi_College,Mississippi College,F,MS
MS_college_m_Mississippi_College,Mississippi College,M,MS
MS_jcollege_f_Mississippi_Gulf_Coast_CC,Mississippi Gulf Coast CC,F,MS
MS_jcollege_m_Mississippi_Gulf_Coast_CC,Mississippi Gulf Coast CC,M,MS
MS_college_f_Mississippi_Valley,Mississippi Valley,F,MS
MS_college_m_Mississippi_Valley,Mississippi Valley,M,MS
MO_college_f_Missouri,Missouri,F,MO
MO_college_m_Missouri,Missouri,M,MO
MO_college_f_Missouri_Baptist,Missouri Baptist,F,MO
MO_college_m_Missouri_Baptist,Missouri Baptist,M,MO
MO_college_f_Missouri_ST,Missouri S&T,F,MO
MO_college_m_Missouri_ST,Missouri S&T,M,MO
MO_college_f_Missouri_Southern,Missouri Southern,F,MO
MO_college_m_Missouri_Southern,Missouri Southern,M,MO
MO_college_f_Missouri_State,Missouri State,F,MO
MO_college_f_Missouri_Valley,Missouri Valley,F,MO
MO_college_m_Missouri_Valley,Missouri Valley,M,MO
MO_college_f_Missouri_Western,Missouri Western,F,MO
MO_college_m_Missouri_Western,Missouri Western,M,MO
MO_college_f_UMSL,Missouri-St. Louis,F,MO
MO_college_m_UMSL,Missouri-St. Louis,M,MO
MA_college_f_MIT,MIT,F,MA
MA_college_m_MIT,MIT,M,MA
CT_college_f_Mitchell,Mitchell,F,CT
CT_college_m_Mitchell,Mitchell,M,CT
AL_college_f_Mobile,Mobile,F,AL
AL_college_m_Mobile,Mobile,M,AL
NY_jcollege_f_Mohawk_Valley_CC,Mohawk Valley CC,F,NY
NY_jcollege_m_Mohawk_Valley_CC,Mohawk Valley CC,M,NY
NY_college_f_Molloy,Molloy,F,NY
NY_college_m_Molloy,Molloy,M,NY
NH_hs_f_Monadnock,Monadnock,F,NH
NH_hs_m_Monadnock,Monadnock,M,NH
NJ_college_f_Monmouth_NJ,Monmouth,F,NJ
NJ_college_m_Monmouth_NJ,Monmouth,M,NJ
IL_college_f_Monmouth_IL,Monmouth (Ill.),F,IL
IL_college_m_Monmouth_IL,Monmouth (Ill.),M,IL
NY_jcollege_f_Monroe_College_Bronx,Monroe College (Bronx),F,NY
NY_jcollege_m_Monroe_College_Bronx,Monroe College (Bronx),M,NY
NY_jcollege_f_Monroe_College,Monroe College (NR),F,NY
NY_jcollege_m_Monroe_College,Monroe College (NR),M,NY
MT_college_f_Montana,Montana,F,MT
MT_college_m_Montana,Montana,M,MT
MT_college_f_Montana_State,Montana State,F,MT
MT_college_m_Montana_State,Montana State,M,MT
MT_college_f_Montana_Tech,Montana Tech,F,MT
MT_college_m_Montana_Tech,Montana Tech,M,MT
MT_college_f_Montana_Western,Montana Western,F,MT
MT_college_m_Montana_Western,Montana Western,M,MT
NJ_college_f_Montclair_State,Montclair State,F,NJ
NJ_college_m_Montclair_State,Montclair State,M,NJ
AL_college_f_Montevallo,Montevallo,F,AL
AL_college_m_Montevallo,Montevallo,M,AL
MD_jcollege_f_Montgomery_College_Rockville,Montgomery College,F,MD
MD_jcollege_m_Montgomery_College_Rockville,Montgomery College,M,MD
NC_college_f_Montreat,Montreat,F,NC
NC_college_m_Montreat,Montreat,M,NC
IL_college_f_Moody_Bible_Institute,Moody Bible Institute,F,IL
IL_college_m_Moody_Bible_Institute,Moody Bible Institute,M,IL
PA_college_f_Moravian,Moravian,F,PA
PA_college_m_Moravian,Moravian,M,PA
KY_college_f_Morehead_State,Morehead State,F,KY
KY_college_m_Morehead_State,Morehead State,M,KY
GA_college_f_Morehouse,Morehouse,F,GA
GA_college_m_Morehouse,Morehouse,M,GA
MD_college_f_Morgan_State,Morgan State,F,MD
MD_college_m_Morgan_State,Morgan State,M,MD
IA_college_f_Morningside,Morningside,F,IA
IA_college_m_Morningside,Morningside,M,IA
SC_college_f_Morris,Morris,F,SC
SC_college_m_Morris,Morris,M,SC
GA_college_f_Morris_Brown,Morris Brown,F,GA
GA_college_m_Morris_Brown,Morris Brown,M,GA
NY_college_f_Morrisville_State,Morrisville State,F,NY
NY_college_m_Morrisville_State,Morrisville State,M,NY
NH_hs_f_Moultonborough,Moultonborough,F,NH
NH_hs_m_Moultonborough,Moultonborough,M,NH
PA_college_f_Mount_Aloysius,Mount Aloysius,F,PA
PA_college_m_Mount_Aloysius,Mount Aloysius,M,PA
MA_college_f_Mount_Holyoke,Mount Holyoke,F,MA
MA_college_f_Mount_Ida,Mount Ida,F,MA
MA_college_m_Mount_Ida,Mount Ida,M,MA
SD_college_f_Mount_Marty,Mount Marty,F,SD
SD_college_m_Mount_Marty,Mount Marty,M,SD
WI_college_f_Mount_Mary,Mount Mary,F,WI
IA_college_f_Mount_Mercy,Mount Mercy,F,IA
IA_college_m_Mount_Mercy,Mount Mercy,M,IA
NC_college_f_Mount_Olive,Mount Olive,F,NC
NC_college_m_Mount_Olive,Mount Olive,M,NC
NH_hs_f_,Mount Royal,F,NH
NH_hs_m_,Mount Royal,M,NH
NY_college_f_Mount_Saint_Mary,Mount Saint Mary,F,NY
NY_college_m_Mount_Saint_Mary,Mount Saint Mary,M,NY
OH_college_f_Mount_St_Joseph,Mount St. Joseph,F,OH
OH_college_m_Mount_St_Joseph,Mount St. Joseph,M,OH
MD_college_f_Mount_St_Marys,Mount St. Mary's,F,MD
MD_college_m_Mount_St_Marys,Mount St. Mary's,M,MD
OH_college_f_Mount_Union,Mount Union,F,OH
OH_college_m_Mount_Union,Mount Union,M,OH
OH_college_f_Mount_Vernon_Nazarene,Mount Vernon Nazarene,F,OH
OH_college_m_Mount_Vernon_Nazarene,Mount Vernon Nazarene,M,OH
WV_college_f_Mountain_State,Mountain State,F,WV
WV_college_m_Mountain_State,Mountain State,M,WV
WI_college_f_Milwaukee_Sch_of_Eng,MSOE,F,WI
WI_college_m_Milwaukee_Sch_of_Eng,MSOE,M,WI
CO_college_f_Metropolitan_St,MSU Denver,F,CO
CO_college_m_Metropolitan_St,MSU Denver,M,CO
MT_college_f_MSU_Billings,MSU-Billings,F,MT
MT_college_m_MSU_Billings,MSU-Billings,M,MT
MN_college_f_MSU_Moorhead,MSU-Moorhead,F,MN
MN_college_m_MSU_Moorhead,MSU-Moorhead,M,MN
MT_college_f_MSU-Northern,MSU-Northern,F,MT
MT_college_m_MSU-Northern,MSU-Northern,M,MT
OR_jcollege_f_Mt_Hood_CC,Mt. Hood CC,F,OR
OR_jcollege_m_Mt_Hood_CC,Mt. Hood CC,M,OR
NY_college_f_Mt_St_Vincent,Mt. St. Vincent,F,NY
NY_college_m_Mt_St_Vincent,Mt. St. Vincent,M,NY
PA_college_f_Muhlenberg,Muhlenberg,F,PA
PA_college_m_Muhlenberg,Muhlenberg,M,PA
OR_college_f_Multnomah,Multnomah,F,OR
OR_college_m_Multnomah,Multnomah,M,OR
KY_college_f_Murray_State,Murray State,F,KY
KY_college_m_Murray_State,Murray State,M,KY
MI_jcollege_f_Muskegon_CC,Muskegon CC,F,MI
MI_jcollege_m_Muskegon_CC,Muskegon CC,M,MI
OH_college_f_Muskingum,Muskingum,F,OH
OH_college_m_Muskingum,Muskingum,M,OH
OH_college_f_Myers,Myers,F,OH
OH_college_m_Myers,Myers,M,OH
NC_college_f_N_Carolina_AT,N. Carolina A&T,F,NC
NC_college_m_N_Carolina_AT,N. Carolina A&T,M,NC
NC_college_f_NC_Central,N.C. Central,F,NC
NC_college_m_NC_Central,N.C. Central,M,NC
NH_hs_f_Nashua_North,Nashua North,F,NH
NH_hs_m_Nashua_North,Nashua North,M,NH
NH_hs_f_Nashua_South,Nashua South,F,NH
NH_hs_m_Nashua_South,Nashua South,M,NH
NY_jcollege_f_Nassau_CC,Nassau CC,F,NY
NY_jcollege_m_Nassau_CC,Nassau CC,M,NY
MD_college_f_Navy,Navy,F,MD
MD_college_m_Navy,Navy,M,MD
NY_college_f_Nazareth,Nazareth,F,NY
NY_college_m_Nazareth,Nazareth,M,NY
NC_college_f_North_Carolina_St,NC State,F,NC
NC_college_m_North_Carolina_St,NC State,M,NC
NE_college_f_Nebraska,Nebraska,F,NE
NE_college_m_Nebraska,Nebraska,M,NE
NE_college_f_Nebraska_Wesleyan,Nebraska Wesleyan,F,NE
NE_college_m_Nebraska_Wesleyan,Nebraska Wesleyan,M,NE
NE_college_f_Nebraska_Kearney,Nebraska-Kearney,F,NE
NE_college_m_Nebraska_Kearney,Nebraska-Kearney,M,NE
KS_jcollege_f_Neosho_County_CC,Neosho County CC,F,KS
KS_jcollege_m_Neosho_County_CC,Neosho County CC,M,KS
PA_college_f_Neumann,Neumann,F,PA
PA_college_m_Neumann,Neumann,M,PA
NV_college_f_Nevada,Nevada,F,NV
NH_college_f_New_England_College,New England College,F,NH
NH_college_m_New_England_College,New England College,M,NH
NH_college_f_New_Hampshire,New Hampshire,F,NH
NH_college_m_New_Hampshire,New Hampshire,M,NH
CT_college_f_New_Haven,New Haven,F,CT
CT_college_m_New_Haven,New Haven,M,CT
OR_college_f_New_Hope_Christian,New Hope Christian,F,OR
OR_college_m_New_Hope_Christian,New Hope Christian,M,OR
NJ_college_f_New_Jersey_City,New Jersey City,F,NJ
NJ_college_m_New_Jersey_City,New Jersey City,M,NJ
NM_college_f_New_Mexico,New Mexico,F,NM
NM_college_m_New_Mexico,New Mexico,M,NM
NM_college_f_New_Mexico_Highlands,New Mexico Highlands,F,NM
NM_jcollege_f_New_Mexico_JC,New Mexico JC,F,NM
NM_jcollege_m_New_Mexico_JC,New Mexico JC,M,NM
NM_college_f_New_Mexico_State,New Mexico St.,F,NM
NM_college_m_New_Mexico_State,New Mexico St.,M,NM
LA_college_f_New_Orleans,New Orleans,F,LA
LA_college_m_New_Orleans,New Orleans,M,LA
NY_college_f_New_Paltz_St,New Paltz St.,F,NY
NY_college_m_New_Paltz_St,New Paltz St.,M,NY
NY_college_f_New_Rochelle,New Rochelle,F,NY
NY_college_m_New_Rochelle,New Rochelle,M,NY
SC_college_f_Newberry,Newberry,F,SC
SC_college_m_Newberry,Newberry,M,SC
MA_college_f_Newbury,Newbury,F,MA
MA_college_m_Newbury,Newbury,M,MA
NH_hs_f_Newfound_Regional,Newfound Regional,F,NH
NH_hs_m_Newfound_Regional,Newfound Regional,M,NH
KS_college_f_Newman,Newman,F,KS
KS_college_m_Newman,Newman,M,KS
NH_hs_f_Newmarket,Newmarket,F,NH
NH_hs_m_Newmarket,Newmarket,M,NH
NH_hs_f_Newport,Newport,F,NH
NH_hs_m_Newport,Newport,M,NH
NH_jcollege_f_NHTI,NHTI,F,NH
NH_jcollege_m_NHTI,NHTI,M,NH
NY_college_f_Niagara,Niagara,F,NY
NY_college_m_Niagara,Niagara,M,NY
LA_college_f_Nicholls_State,Nicholls State,F,LA
LA_college_m_Nicholls_State,Nicholls State,M,LA
MA_college_f_Nichols,Nichols,F,MA
MA_college_m_Nichols,Nichols,M,MA
NJ_college_f_New_Jersey_Institute_Technolog,NJIT,F,NJ
NJ_college_m_New_Jersey_Institute_Technolog,NJIT,M,NJ
NM_jcollege_f_NMMI,NMMI,F,NM
NM_jcollege_m_NMMI,NMMI,M,NM
VA_college_f_Norfolk_State,Norfolk State,F,VA
VA_college_m_Norfolk_State,Norfolk State,M,VA
AL_college_f_North_Alabama,North Alabama,F,AL
AL_college_m_North_Alabama,North Alabama,M,AL
NC_college_f_North_Carolina,North Carolina,F,NC
NC_college_m_North_Carolina,North Carolina,M,NC
NC_college_f_North_Carolina_Wesleyan,North Carolina Wesleyan,F,NC
NC_college_m_North_Carolina_Wesleyan,North Carolina Wesleyan,M,NC
IL_college_f_North_Central_IL,North Central (Ill.),F,IL
IL_college_m_North_Central_IL,North Central (Ill.),M,IL
MN_college_f_North_Central_MN,North Central (Minn.),F,MN
MN_college_m_North_Central_MN,North Central (Minn.),M,MN
TX_jcollege_f_North_Central_Texas_College,North Central Texas College,F,TX
TX_jcollege_m_North_Central_Texas_College,North Central Texas College,M,TX
NY_jcollege_f_North_Country_CC,North Country CC,F,NY
NY_jcollege_m_North_Country_CC,North Country CC,M,NY
ND_college_f_North_Dakota,North Dakota,F,ND
ND_college_m_North_Dakota,North Dakota,M,ND
ND_college_f_North_Dakota_St,North Dakota State,F,ND
ND_college_m_North_Dakota_St,North Dakota State,M,ND
FL_college_f_North_Florida,North Florida,F,FL
FL_college_m_North_Florida,North Florida,M,FL
GA_college_f_North_Georgia,North Georgia,F,GA
GA_college_m_North_Georgia,North Georgia,M,GA
SC_college_f_North_Greenville,North Greenville,F,SC
SC_college_m_North_Greenville,North Greenville,M,SC
ID_jcollege_f_North_Idaho,North Idaho,F,ID
ID_jcollege_m_North_Idaho,North Idaho,M,ID
IA_jcollege_f_North_Iowa_Area_CC,North Iowa Area CC,F,IA
IA_jcollege_m_North_Iowa_Area_CC,North Iowa Area CC,M,IA
IL_college_f_North_Park,North Park,F,IL
IL_college_m_North_Park,North Park,M,IL
TX_college_f_North_Texas,North Texas,F,TX
TX_college_m_North_Texas,North Texas,M,TX
PA_jcollege_f_Northampton_CC,Northampton CC,F,PA
PA_jcollege_m_Northampton_CC,Northampton CC,M,PA
MA_college_f_Northeastern,Northeastern,F,MA
MA_college_m_Northeastern,Northeastern,M,MA
AZ_college_f_Northern_Arizona,Northern Arizona,F,AZ
AZ_college_m_Northern_Arizona,Northern Arizona,M,AZ
CO_college_f_Northern_Colorado,Northern Colorado,F,CO
CO_college_m_Northern_Colorado,Northern Colorado,M,CO
MA_jcollege_f_Northern_Essex_CC,Northern Essex CC,F,MA
MA_jcollege_m_Northern_Essex_CC,Northern Essex CC,M,MA
IL_college_f_Northern_Illinois,Northern Illinois,F,IL
IA_college_f_Northern_Iowa,Northern Iowa,F,IA
IA_college_m_Northern_Iowa,Northern Iowa,M,IA
KY_college_f_Northern_Kentucky,Northern Kentucky,F,KY
KY_college_m_Northern_Kentucky,Northern Kentucky,M,KY
MI_college_f_Northern_Michigan,Northern Michigan,F,MI
SD_college_f_Northern_State,Northern State,F,SD
SD_college_m_Northern_State,Northern State,M,SD
KS_jcollege_f_Northwest_Kansas,Northwest Kansas,F,KS
KS_jcollege_m_Northwest_Kansas,Northwest Kansas,M,KS
ID_college_f_Northwest_Nazarene,Northwest Nazarene,F,ID
ID_college_m_Northwest_Nazarene,Northwest Nazarene,M,ID
WA_college_f_Northwest_U,Northwest U.,F,WA
WA_college_m_Northwest_U,Northwest U.,M,WA
IL_college_f_Northwestern_IL,Northwestern,F,IL
IA_college_f_Northwestern_IA,Northwestern (Iowa),F,IA
IA_college_m_Northwestern_IA,Northwestern (Iowa),M,IA
MN_college_f_Northwestern_MN,Northwestern (Minn.),F,MN
MN_college_m_Northwestern_MN,Northwestern (Minn.),M,MN
OK_college_f_Northwestern_Oklahoma,Northwestern Oklahoma,F,OK
OK_college_m_Northwestern_Oklahoma,Northwestern Oklahoma,M,OK
