id,name
MO_college_m_columbia_college,Columbia (Mo.)
CA_college_m_Westcliff_University,Westcliff
CA_college_m_Vanguard,Vanguard
IA_college_m_Graceland,Graceland
IL_college_m_St_Xavier,St. Xavier
TX_college_m_Our_Lady_of_the_Lake,Our Lady of the Lake
NE_college_m_Concordia_NE,Concordia (Neb.)
MO_college_m_St_Louis_Pharmacy,Health Sciences and Pharmacy
MO_college_m_William_Woods,William Woods
KS_college_m_Kansas_Wesleyan,Kansas Wesleyan
KY_college_m_Cumberlands,Cumberlands
MO_college_m_Missouri_Baptist,Missouri Baptist
GA_college_m_Savannah_Coll_of_Art__Design,SCAD Savannah
MI_college_m_Spring_Arbor,Spring Arbor
MT_college_m_Montana_Western,Montana Western
MT_college_m_Carroll_MT,Carroll (Mont.)
IL_college_m_Governors_State_University,Governors State
IL_college_m_Judson,Judson
KS_college_m_Tabor,Tabor
KY_college_m_Lindsey_Wilson,Lindsey Wilson
MS_college_m_William_Carey,William Carey
OK_college_m_Science__Arts,Science & Arts
IN_college_m_Indiana_Tech,Indiana Tech
IN_college_m_Indiana_Kokomo,Indiana Kokomo
FL_college_m_Southeastern_College,Southeastern U.
SD_college_m_Dakota_State,Dakota State
GA_college_m_SCADAtlanta,SCAD Atlanta
OH_college_m_OhioChristian,Ohio Christian
CA_college_m_UC-Merced,UC Merced
TN_college_m_Cumberland,Cumberland (Tenn.)
KY_college_m_Kentucky_Christian,Kentucky Christian
TN_college_m_Bryan,Bryan
CA_college_m_Menlo_College,Menlo College
MT_college_m_MSU-Northern,MSU-Northern
NE_college_m_Bellevue_University,Bellevue
AL_college_m_Stillman,Stillman
SC_college_m_South_Carolina_Beaufort,USC-Beaufort
IN_college_m_St_Mary-of-the-Woods,St. Mary-of-the-Woods
KS_college_m_Haskell_Indian,Haskell Indian
ND_college_m_Dickinson_St,Dickinson St.
KS_college_m_Bethel_KS,Bethel (Kan.)
MO_college_m_Park_U,Park U.
KS_college_m_Benedictine_KS,Benedictine (Kan.)
AL_college_m_Mobile,Mobile
IA_college_m_William_Penn,William Penn
FL_college_m_Ave_Maria,Ave Maria
OR_college_m_Bushnell,Bushnell
NE_college_m_York_NE,York (Neb.)
TN_college_m_Tennessee_Wesleyan,Tennessee Wesleyan
TN_college_m_Bethel_TN,Bethel (Tenn.)
NM_college_m_Southwest,Southwest (N.M.)
MI_college_m_Lawrence_Tech,Lawrence Tech
LA_college_m_Xavier_Louisiana,Xavier-Louisiana
LA_college_m_Dillard,Dillard
IA_jcollege_m_Iowa_Central_CC,Iowa Central CC
KS_jcollege_m_Cloud_County_CC,Cloud County CC
CO_jcollege_m_Trinidad_State_College,Trinidad State
KS_jcollege_m_Northwest_Kansas,Northwest Kansas
KS_jcollege_m_Garden_City_CC,Garden City CC
TX_jcollege_m_El_Paso_CC,El Paso CC
MD_jcollege_m_Hagerstown_CC,Hagerstown CC
FL_jcollege_m_Daytona_State_College,Daytona State College
TX_jcollege_m_South_Plains,South Plains
NE_jcollege_m_Southeast,Southeast CC
NM_jcollege_m_New_Mexico_JC,New Mexico JC
FL_jcollege_m_Tallahassee,Tallahassee CC
IA_jcollege_m_North_Iowa_Area_CC,North Iowa Area CC
KS_jcollege_m_Pratt_CC,Pratt CC
KS_jcollege_m_Allen_County_CC,Allen CC
MI_jcollege_m_St_Clair_CC,St Clair County CC
KS_jcollege_m_Neosho_County_CC,Neosho County CC
AL_jcollege_m_Wallace_State,Wallace State
MI_jcollege_m_Macomb_CC,Macomb CC
IA_jcollege_m_Southeastern_CC,Southeastern CC
AL_jcollege_m_Marion_Military_Institute,Marion Military Institute
TN_jcollege_m_Walters_State_CC,Walters State CC
SC_jcollege_m_Spartanburg_Methodist,Spartanburg Methodist
WI_college_m_Carthage,Carthage
WI_college_m_Edgewood,Edgewood
WI_college_m_Wis_Stevens_Point,Wis.-Stevens Point
WI_college_m_Lawrence,Lawrence
WI_college_m_Milwaukee_Sch_of_Eng,MSOE
WI_college_m_Carroll_WI,Carroll (Wis.)
WI_college_m_Wis_Platteville,Wis.-Platteville
MN_college_m_Bethel_MN,Bethel (Minn.)
WI_college_m_Concordia_WI,Concordia (Wis.)
WI_college_m_Ripon,Ripon
WI_college_m_Wis_Superior,Wis.-Superior
WI_college_m_St_Norbert,St. Norbert
MN_college_m_Augsburg,Augsburg
WI_college_m_Wisconsin_Lutheran,Wisconsin Lutheran
MN_college_m_Macalester,Macalester
MN_college_m_Martin_Luther,Martin Luther
WI_college_m_Wis_River_Falls,Wis.-River Falls
MN_college_m_St_Marys_MN,Saint Mary's (Minn.)
MN_college_m_Hamline,Hamline
MN_college_m_Minnesota_Morris,Minnesota-Morris
MN_college_m_Bethany_Lutheran,Bethany Lutheran
WI_college_m_Lakeland,Lakeland
WI_college_m_Beloit,Beloit
WA_jcollege_m_Green_River_CC,Green River College
OR_jcollege_m_Lane_CC,Lane CC
WA_jcollege_m_Olympic_College,Olympic College
WA_jcollege_m_Whatcom_CC,Whatcom CC
WA_jcollege_m_Spokane_CC,Spokane CC
WA_jcollege_m_Clark_College,Clark College
OR_jcollege_m_Clackamas_CC,Clackamas CC
OR_jcollege_m_SW_Oregon_CC,SW Oregon CC
OR_jcollege_m_Umpqua_CC,Umpqua CC
OR_jcollege_m_Mt_Hood_CC,Mt. Hood CC
OR_jcollege_m_Treasure_Valley_CC,Treasure Valley CC
IA_jcollege_m_Iowa_Western_CC,Iowa Western CC
KS_jcollege_m_Colby_CC,Colby CC
AZ_jcollege_m_Central_Arizona,Central Arizona
KS_jcollege_m_Butler_County_CC,Butler CC
KS_jcollege_m_Hutchinson_CC,Hutchinson CC
ID_jcollege_m_Southern_Idaho,Southern Idaho
IA_jcollege_m_Indian_Hills_CC,Indian Hills CC
NY_jcollege_m_Monroe_College,Monroe College (NR)
NV_jcollege_m_College_of_Southern_Nevada,College of Southern Nevada
TX_jcollege_m_Ranger,Ranger
AZ_jcollege_m_Pima_CC,Pima CC
NJ_jcollege_m_Essex_CC,Essex CC
TX_jcollege_m_Western_Texas_College,Western Texas College
NC_jcollege_m_Louisburg_College,Louisburg College
TX_jcollege_m_North_Central_Texas_College,North Central Texas College
WY_jcollege_m_Central_Wyoming_College,Central Wyoming College
IN_jcollege_m_Vincennes,Vincennes
GA_jcollege_m_Central_Georgia_Tech,Central Georgia Tech
KS_jcollege_m_Dodge_City_CC,Dodge City CC
KS_jcollege_m_Highland_CC,Highland CC
CO_jcollege_m_Colorado_Mountain_College,Colorado Mountain College
IA_jcollege_m_Southwestern_CC,Southwestern CC
TX_jcollege_m_Jacksonville_College,Jacksonville College
DE_jcollege_m_Delaware_Tech_CC,Delaware Tech CC
GA_jcollege_m_South_Georgia_College,South Georgia College
KS_jcollege_m_Cowley_County_CC,Cowley College
IL_jcollege_m_Carl_Sandburg_College,Carl Sandburg College
AZ_jcollege_m_Mesa_CC,Mesa CC
MI_jcollege_m_Grand_Rapids_CC,Grand Rapids CC
MI_jcollege_m_Lansing_CC,Lansing CC
IL_jcollege_m_Heartland_Community_College,Heartland CC
AZ_jcollege_m_Paradise_Valley,Paradise Valley
IA_jcollege_m_Hawkeye_CC,Hawkeye CC
IL_jcollege_m_Moraine_Valley_CC,Moraine Valley CC
AR_jcollege_m_NorthWest_Arkansas,NorthWest Arkansas CC
FL_jcollege_m_Lake_Sumter_State_College,Lake Sumter State College
MO_jcollege_m_Metropolitan_CC,Metropolitan CC
MI_jcollege_m_Mott_CC,Mott CC
FL_jcollege_m_FCC_Jacksonville,FSCJ (Jacksonville)
MI_jcollege_m_Bay_College,Bay College
IL_jcollege_m_Kaskaskia_College,Kaskaskia College
MI_jcollege_m_Oakland_CC,Oakland CC
IL_jcollege_m_College_of_Lake_County,Lake County (CLC)
MT_jcollege_m_Dawson_CC,Dawson CC
MO_jcollege_m_State_Fair_CC,State Fair CC
AR_jcollege_m_UA_Rich_Mountain,UA Rich Mountain
MI_jcollege_m_Southwestern_Michigan_College,SW Michigan
IL_jcollege_m_Oakton_CC,Oakton CC
IL_jcollege_m_Morton_College,Morton College
AZ_jcollege_m_Glendale_CC,Glendale CC
AZ_jcollege_m_Phoenix_College,Phoenix College
WI_jcollege_m_BSC-Wisconsin,Bryant & Stratton (Wisconsin)
MD_jcollege_m_CCBC_Essex,CCBC Essex
IN_jcollege_m_Ancilla,Ancilla College
IL_jcollege_m_Danville_Area_CC,Danville Area CC
IA_jcollege_m_Des_Moines_Area,Des Moines Area
AZ_jcollege_m_Coconino_CC,Coconino CC
MI_jcollege_m_Jackson_CC,Jackson CC
IL_jcollege_m_Sauk_Valley_CC,Sauk Valley CC
WV_jcollege_m_Potomac_State_College,Potomac State College
OK_jcollege_m_Carl_Albert_State_College,Carl Albert State College
VA_college_m_Christopher_Newport,Christopher Newport
VA_college_m_Washington__Lee,Washington and Lee
GA_college_m_Oglethorpe,Oglethorpe
GA_college_m_Piedmont,Piedmont
VA_college_m_Roanoke,Roanoke
VA_college_m_Mary_Washington,Mary Washington
VA_college_m_Eastern_Mennonite,Eastern Mennonite
GA_college_m_Covenant,Covenant
VA_college_m_Averett,Averett
VA_college_m_Randolph,Randolph
VA_college_m_Bridgewater,Bridgewater (Va.)
NC_college_m_Brevard,Brevard
AL_college_m_Birmingham_Southern,Birmingham-Southern
VA_college_m_Hampden_Sydney,Hampden-Sydney
TN_college_m_U_of_the_South,U. of the South
NC_college_m_Pfeiffer,Pfeiffer
VA_college_m_Mary_Baldwin,Mary Baldwin
VA_college_m_Marymount,Marymount (Va.)
PA_college_m_Scranton,Scranton
PA_college_m_Gettysburg,Gettysburg
PA_college_m_Marywood,Marywood
PA_college_m_St_Vincent,St. Vincent (Pa.)
PA_college_m_Lebanon_Valley,Lebanon Valley
PA_college_m_Susquehanna,Susquehanna
PA_college_m_Misericordia,Misericordia
PA_college_m_Washington__Jefferson,Washington & Jefferson
PA_college_m_York_PA,York (Pa.)
MD_college_m_McDaniel,McDaniel
PA_college_m_Alvernia,Alvernia
PA_college_m_Franklin__Marshall,Franklin & Marshall
PA_college_m_Penn_State-Harrisburg,PSU-Harrisburg
PA_college_m_Chatham,Chatham
PA_college_m_Waynesburg,Waynesburg
PA_college_m_Grove_City,Grove City
MD_college_m_St_Marys_Md,St. Mary's (Md.)
PA_college_m_Kings,King's (Pa.)
PA_college_m_Thiel,Thiel
PA_college_m_Wilkes,Wilkes
PA_college_m_Keystone,Keystone
MD_college_m_Hood,Hood
PA_college_m_Juniata,Juniata
PA_college_m_Penn_State_Berks,PSU-Berks
PA_college_m_Geneva,Geneva
MD_college_m_Stevenson,Stevenson
PA_college_m_Penn_College,Penn College
PA_college_m_Lycoming,Lycoming
PA_college_m_Lancaster_Bible,Lancaster Bible
PA_college_m_Clarks Summit,Clarks Summit
NY_college_m_Hamilton,Hamilton
NY_college_m_StJohnFisher,St. John Fisher
NY_college_m_Nazareth,Nazareth
NY_college_m_Cobleskill,SUNY Cobleskill
NY_college_m_RIT,RIT
PA_college_m_Penn_State_Behrend,PSU-Behrend
NY_college_m_Oneonta,Oneonta
NY_college_m_Maritime,SUNY Maritime
NY_college_m_Houghton,Houghton
NY_college_m_Fredonia_St,Fredonia
NY_college_m_Utica,Utica
NY_college_m_Oswego_State,Oswego State
NY_college_m_SUNYIT,SUNY Poly
NY_college_m_Alfred_State,Alfred State
NY_college_m_Hartwick,Hartwick
NY_college_m_Alfred,Alfred
NY_college_m_Hobart,Hobart
NY_college_m_Medaille,Medaille
NY_college_m_John_Jay,John Jay
NY_college_m_USMMA,USMMA
PA_college_m_Ursinus,Ursinus
PA_college_m_Widener,Widener
NY_college_m_St_Josephs_NY,St. Joseph's (L.I.)
NJ_college_m_Rutgers_Newark,Rutgers-Newark
PA_college_m_DeSales,DeSales
NJ_college_m_Stockton,Stockton
NJ_college_m_Stevens,Stevens Institute
PA_college_m_Muhlenberg,Muhlenberg
NJ_college_m_New_Jersey_City,New Jersey City
PA_college_m_Immaculata,Immaculata
PA_college_m_Bryn_Athyn,Bryn Athyn
PA_college_m_Gwynedd_Mercy,Gwynedd-Mercy
PA_college_m_Arcadia,Arcadia
PA_college_m_Valley_Forge_Christian,Valley Forge
NJ_college_m_Rutgers_Camden,Rutgers-Camden
PA_college_m_Cabrini,Cabrini
PA_college_m_Eastern,Eastern
PA_college_m_Philadelphia_Biblical,Cairn
PA_college_m_Penn_State_Abington,PSU-Abington
NJ_college_m_Drew,Drew
MA_college_m_Fitchburg_St,Fitchburg St.
ME_college_m_Southern_Maine,Southern Maine
MA_college_m_UMass_Boston,UMass Boston
NH_college_m_Keene_State,Keene State
MA_college_m_Worcester_State,Worcester State
MA_college_m_Brandeis,Brandeis
MA_college_m_Bridgewater_St,Bridgewater St.
ME_college_m_Thomas_College,Thomas College
MA_college_m_Endicott,Endicott
MA_college_m_Gordon,Gordon
ME_college_m_U_of_New_England,U. of New England
MA_college_m_Framingham_St,Framingham St.
NH_college_m_Colby_Sawyer,Colby-Sawyer
MA_college_m_UMass_Dartmouth,UMass Dartmouth
ME_college_m_Maine_Maritime,Maine Maritime
ME_college_m_Maine_Farmington,Maine-Farmington
ME_college_m_St_Josephs_ME,St. Joseph's (Me.)
MA_college_m_Nichols,Nichols
MA_college_m_Wentworth_Institute_of_Tech,Wentworth
MA_college_m_Emerson,Emerson
MA_college_m_Dean_Mass,Dean (Mass.)
MA_college_m_Emmanuel_MA,Emmanuel (Mass.)
MA_college_m_Clark,Clark (Mass.)
MA_college_m_Regis_MA,Regis (Mass.)
ME_college_m_Maine-Presque_Isle,Maine-Presque Isle
MA_college_m_Lasell,Lasell
NH_college_m_New_England_College,New England College
IN_college_m_Manchester,Manchester
IN_college_m_Trine,Trine
OH_college_m_Wittenberg,Wittenberg
PA_college_m_Allegheny,Allegheny
OH_college_m_Heidelberg,Heidelberg
MI_college_m_Adrian,Adrian
IN_college_m_DePauw,DePauw
KY_college_m_Centre,Centre
OH_college_m_Ohio_Northern,Ohio Northern
IN_college_m_Hanover,Hanover
IN_college_m_Rose_Hulman,Rose-Hulman
IN_college_m_Wabash,Wabash
OH_college_m_Ohio_Wesleyan,Ohio Wesleyan
OH_college_m_Oberlin,Oberlin
IN_college_m_Franklin,Franklin
OH_college_m_Marietta,Marietta
OH_college_m_Kenyon,Kenyon
OH_college_m_Muskingum,Muskingum
OH_college_m_Capital,Capital
IN_college_m_Earlham,Earlham
KY_college_m_Transylvania,Transylvania
KY_college_m_Spalding,Spalding
OH_college_m_Wooster,Wooster
MI_college_m_Alma,Alma
MI_college_m_Albion,Albion
MI_college_m_Olivet,Olivet
OH_college_m_Bluffton,Bluffton
OH_college_m_Baldwin_Wallace,Baldwin Wallace
IN_college_m_Anderson_IN,Anderson (Ind.)
OH_college_m_Defiance,Defiance
OH_college_m_Mount_St_Joseph,Mount St. Joseph
MI_college_m_Kalamazoo,Kalamazoo
