id,first_name,last_name,team_id
5597571,Jonah,Theisen,SD_college_m_Black_Hills_St
5600862,Julian,Jacobs,OH_college_m_Oberlin
5602163,Dominic,Zengel,PA_college_m_Immaculata
5602964,Miler,Haller,ID_college_m_Boise_State
5603001,Rodrigo,Meade,GA_college_m_Oglethorpe
5604371,Evan,Kottsick,ND_college_m_North_Dakota_St
5610562,Evan,Lang,KY_college_m_Bellarmine
5614388,Richard,Grudzwick,CT_college_m_Central_Connecticut
5624063,Alex,Ostberg,CA_college_m_Stanford
5624750,Jordan,De Spong,NE_college_m_Nebraska
5626918,Abdirahman,Mohamed,MN_college_m_Concordia_St_Paul
