id,name,date,distance,venue,city
16167,UW-Oshkosh Titan Fall Classic,09/20/2019,8000.0,Lake Breeze Golf Course,"Oshkosh, WI 00000"
16168,Taylor University Ray Bullock Invitational,09/20/2019,7996.0,Taylor University,"Upland, IN 46989"
16169,2019 John McNichols Invitational,09/21/2019,8000.0,LaVern Gibson Championship XC Course,599 Tabertown Road
16170,2019 Saints Invitational,09/21/2019,8000.0,Windcrest Golf Club,"San Antonio, TX"
16171,Aggies Open,09/21/2019,8000.0,Delaware Valley University,"Doylestown, PA"
16172,SUNY Poly Wildcat Classic Invitational,09/21/2019,8000.0,SUNY POLY CROSS COUNTRY COURSE,"Utica, NY 13502"
16173,Muthama-Rogers Invite,09/21/2019,8000.0,Bethel College,"North Newton, KS 67117"
16174,Wheaton Gil Dodds Invitational,09/21/2019,8000.0,St. James Forest Preserve,2S541 Winfield Road
16176,2019 Aldrich Cross-Country Run Invitational,09/21/2019,7835.0,Middlebury College,"Middlebury, VT 05753"
16179,Running of the Cows,09/21/2019,8000.0,Carleton College,"Northfield, MN 55057"
16180,St. Olaf Invitational,09/21/2019,8000.0,St. Olaf College,"Northfield, MN 55057"
16181,Nicholls Cross Country Invitational,09/21/2019,6437.0,Nicholls Farm,"Thibodaux, LA"
16182,Elms College Cross-Country Invitational,09/21/2019,8000.0,Elms College Cross-Country Course,"Chicopee, MA 01013"
16183,Stumptown XC Series Race #1,09/21/2019,5000.0,Lents Park,"Portland, OR"
16184,Tom Barry Invitational,08/31/2019,6436.0,Colburn Park,"Green Bay, WI 54304"
16185,NJCAA Region X Championship,10/26/2019,8000.0,Milliken Research Park,"Spartanburg, SC 29301"
16194,Yellowjacket XC Invite,09/21/2019,8000.0,Graceland University,"Lamoni, IA 50140"
16197,HU XC Jam,09/28/2019,8000.0,Gene Torres Golf Course,"Las Vegas, NM"
16199,SUU Color Country Invitational 2019,10/12/2019,6000.0,Cedar Ridge Golf Course,"Cedar City, UT 84721"
16205,Northeast-10 Cross Country Championships,10/27/2019,8000.0,Jamesville Beach Park,"Jamesville, NY"
16219,UMW Challenge,10/05/2019,8000.0,Mary Washington,"Fredericksburg, VA"
16223,28th Annual Ronald C. Hoffmann Invitational,10/12/2019,8000.0,St. Lawrence Univeristy,"Canton, NY 13617"
16225,Greensboro Cross Country Invitational,09/28/2019,8000.0,Hagan Stone Park,5920 Hagan Stone Park Rd
16227,Big South Cross Country Championships,11/02/2019,8000.0,Campbell University,"Buis Creek, NC 27546"
16228,BIG EAST Cross Country Championships,11/02/2019,8000.0,Wayne Dannehl Cross Country Course,"Kenosha, WI 53144"
16229,Hamilton College XC Invitational,10/05/2019,8000.0,Hamilton College Golf Course,"Clinton, NY"
16230,NJCAA Region IV Championships,10/26/2019,8000.0,Carl Sandburg College,"Galesburg, IL 61401"
16231,Gulf Coast Athletic Conference Cross Country Championships*,10/19/2019,8000.0,City Park,"New Orleans, LA"
16234,Frontier Conference Cross Country Championships*,11/08/2019,7996.0,Amend Park,"Billings, MT 59101"
16238,Cascade Collegiate Cross Country Championships*,11/08/2019,8000.0,Middlefield Golf Course,"Cottage Grove, OR"
16239,Chicagoland Collegiate Cross Country Championships*,11/09/2019,7996.0,Robinhurst Golf Course,383 Robbins Rd
16249,The Sun Conference Cross Country Championships*,11/09/2019,8000.0,Sgt. Jasper Park,"Hardeeville, SC"
16251,Mid-South Conference Cross Country Championships*,11/09/2019,8000.0,Phil Moore Park,"Bowling Green, KY"
16255,Beloit College Olde English,10/05/2019,8000.0,Dr. Leeson Park -,"Beloit, WI"
16256,NAIA Cross Country Championships,11/22/2019,8000.0,Fort Vancouver National Historic Site - CST,"Vancouver, WA"
16258,2019 PVAMU X-Country Invitational,10/10/2019,8000.0,PVAMU,700 University Drive
16260,NJCAA Region XV Championship,10/23/2019,8000.0,Hudson Valley Sportsdome,240 Milton Turnpike
16263,Patriot League Cross Country Championships,11/02/2019,8000.0,Colgate University,"Hamilton, NY 13346"
16272,Panorama Farms Invitational,09/27/2019,8000.0,Panorama Farms,"Earlysville, VA 22936"
16277,Benedictine University Eagle Invite,10/11/2019,7996.0,St. James Farm Forest Preserve,2S541 Winfield Rd.
16278,Emporia State XC Invitational,09/27/2019,8000.0,Jones Park,"Emporia, KS 66801"
16279,2019 Wayne State Wildcat XC Invite,09/27/2019,8000.0,Wayne State College,"Wayne, NE 68787"
16280,Gans Creek Classic,09/27/2019,8000.0,Gans Creek XC Course,"Columbia, MO 00000"
16281,NMJC Cross Country Invitational 2019,09/27/2019,8000.0,Harry McAdams Park,"Hobbs, NM 88240"
16282,Rt. 33 Cup,09/27/2019,8000.0,Cedar Creek State Park,200 High St.
16283,Vermont State Championship Cross-Country Races,09/27/2019,8000.0,Castleton University Cross-Country Course,"Castleton, VT 05735"
16284,Sewanee Cross Country Invitational,09/28/2019,8000.0,Sewanee Golf Course,"Sewanee, TN 37383"
16285,Pioneer Gender Equity Invitaitonal,09/28/2019,8000.0,Cole Acres Country Club,"Platteville, WI 53818"
16286,Tabor College XC Invite,09/28/2019,8000.0,Harvey County East Lake,"Newton, KS 67114"
16287,2019 Griffon Open,09/28/2019,8000.0,Griffon XC,"St. Joseph, MO 64501"
16288,2019 Dean White XC Invite,09/28/2019,8000.0,Doane University,"Crete, NE 68333"
16289,Cazenovia Homecoming Invitational,09/28/2019,8000.0,"Fenner Fields, Cazenovia, NY","Cazenovia, NY 13035"
16290,Williams College Purple Valley XC Invite,09/28/2019,5000.0,Mt Greylock High School,"Williamstown, MA"
16291,Masters University Invitational,09/28/2019,7996.0,Central Park,"Santa Clarita, CA"
16293,2019 Idaho State XC Invitational,09/28/2019,6000.0,ISU Centennial XC Course,"Pocatello, ID ID"
16294,Blue Apple Invitational,09/28/2019,8000.0,PSU Brandywine,"Media PA, PA 19063"
16295,Trevecca Nazarene DII Showcase meet,09/28/2019,8000.0,Percy Warner Park,7311 TN-100
16296,McNeese State Cowboy Stampede,09/28/2019,6436.0,Derbonne Multisports complex,7903 Lake Street
16297,HORNET HARRIER / COMMONWEALTH CHALLENGE,09/28/2019,6000.0,Kernstown Battlefield,"Kernstown, VA"
16298,2019 Maryville College Invitational,09/27/2019,8000.0,Maryville College Campus,"Maryville, TN 37801"
16299,SWAC Cross Country Championships,10/21/2019,8000.0,Choctaw Trails,"Clinton, MS 39209"
16300,Roy Griak Invitational,09/28/2019,8000.0,Les Bolstad Golf Course,"Minneapolis, MN 55455"
16305,2019 Landmark Conference Cross Country Championships,11/02/2019,8000.0,Colmar Manor Community Park,"Colmar Manor, MD 20745"
16306,2019 Capital Athletic Conference Cross Country Championships,11/02/2019,8000.0,Reservoir Park,"York, PA 17403"
16313,Bloomsburg Invitational,10/12/2019,8000.0,Bloomsburg University,"Bloomsburg, PA 17815"
16319,Illinois College XC Invitational,10/12/2019,8000.0,Illinois College,"Jacksonville, IL"
16322,Pac-12 Cross Country Championships,11/01/2019,8000.0,Ash Creek Preserve,"Monmouth, OR"
16323,Williams Invitational,09/28/2019,8000.0,Mt Greylock High School,"Williamstown, MA"
16325,NJAC Cross Country Championships,11/02/2019,8000.0,Stockton University,"Galloway, NJ 08240"
16329,Northwest Conference Championship,11/02/2019,8000.0,Puget Sound,"Tacoma, WA 98416"
16364,Big West Championships,11/02/2019,8000.0,UCR Agg Course,"Riverside, CA 85713"
16368,ASUN Cross Country Championships,11/02/2019,8000.0,Florida Gulf Coast Univeristy,"Ft. Myers, FL 32608"
16369,MEAC Cross Country Championships,10/26/2019,8000.0,Delaware State University,"Dover, DE 11111"
16373,Atlantic East Conference Cross Country Championships,11/02/2019,8000.0,Lakeland High School,"Scott, PA 18433"
16375,Runnin' Monks,10/12/2019,8000.0,St. Joseph's College,"Standish, ME 4084"
16379,ACCC Cross Country Championships,10/25/2019,8000.0,Montevallo XC Course,901 Shelby St.
16380,2019 Ollie Isom Invitational,10/18/2019,5000.0,Wartick Farm,"El Dorado, Kansas 67042"
16385,Big 12 Cross Country Championships,11/02/2019,8000.0,Cottonwood Creek Golf Course,5200 Bagby Ave
16386,Ivy League Heptagonal Cross Country Championships,11/01/2019,8045.0,Van Cortlandt Park,"New York, NY"
16391,Canisius Alumni Classic,10/19/2019,8000.0,Delaware Park,"Buffalo, NY 14208"
16392,South Atlantic Conference Championship,10/26/2019,8000.0,Wingate,"Wingate, NC"
16394,UM Western Bulldog XC Open,10/18/2019,7996.0,Sleepy Hollow Golf Course,"Dillion, MT"
16395,2019 CUNYAC Men's & Women's Cross Country Championship,10/27/2019,8000.0,Van Cortlandt Park,"Bronx, NY 10462"
16398,2019 Big Sky Cross Country Championship,11/02/2019,8000.0,Boomerang Links,"Greeley, CO 80639"
16399,HBU Cross Country Carnival,10/03/2019,6436.0,Houston Baptist,"Houston, TX 77074"
16400,Run for the Water Barrel,09/10/2019,5000.0,Lykins Park,"Georgetown, KY 4506"
16401,2019 Cross Country Only Invitational,10/19/2019,8000.0,Hobart College,"Geneva, NY 14456"
16403,2019 Brissman-Lundeen Cross Country Invitational,10/04/2019,8000.0,Saukie Golf Course,"Rock Island, IL 61201"
16404,Blugold Invitational,10/04/2019,8000.0,Whitetail Golf Course,"Colfax, WI 54702"
16405,Bud Smitley Invitational,10/05/2019,5000.0,PSU Harrisburg,"Middletown, PA"
16406,2019 OLLU Invite,10/05/2019,8000.0,Windcrest Golf Club,"San Antonio, TX"
16407,JSU Foothills Cross Country Invitational,10/05/2019,8000.0,Chocoolocco Park,"Oxford, AL 36203"
16408,University Of Dallas Invitational,10/05/2019,5003.0,University of Dallas,"Irving, TX 75062"
16409,2019 Hagan Stone Classic,10/05/2019,8000.0,Hagan Stone Park,5920 Hagan Stone Park Rd
16411,Rim Rock Collegiate Classic,10/05/2019,8000.0,Rim Rock Farm,"Lawrence, KS 00000"
16413,Race in the Park 2019,10/05/2019,8045.0,Pleasant Ridge Park,"Girard, PA 16417"
16414,Dan Huston Invitational,10/05/2019,8000.0,Wartburg,"Waverly, IA 50677"
16415,2019 Warrior Invitational,10/05/2019,8000.0,Greenfield Park,"Greenfield, WI 53214"
16416,Pitt-Johnstown Invitational,10/05/2019,6500.0,Pitt-Johnstown,450 Schoolhouse Road
16417,Chile Pepper XC Fesitval,10/05/2019,8000.0,Agri Park,"Fayetteville, AR 72701"
16418,Louisville Classic,10/05/2019,8000.0,E.P. Tom Sawyer State Park,"Louisville, KY"
16419,Mount Saint Mary Invitational,10/05/2019,8000.0,Mount Saint Mary College Cross-Country Course,"Newburgh, NY 12550"
16420,Great American XC Festival,10/05/2019,8000.0,WakeMed Soccer Park,"Cary, NC 27511"
16421,Angelo State Blue & Gold,10/15/2019,8000.0,Angelo State,"San Angelo, TX 79710"
16429,Bowdoin XC Invitational II,10/26/2019,8000.0,Bowdoin,"Brunswick, ME"
16431,Nebraska-Nebraska Wesleyan Dual,10/05/2019,6436.0,Auburn High School,"Auburn, NE 68305"
16437,NJCAA Region I Cross Country Championships,10/25/2019,12872.0,Silverlake Park,2420 S Kino Pkwy
16446,PacWest Cross Country Championships,10/26/2019,8000.0,Craig Regional Park,"Fullerton, CA 00000"
16447,Region XI Championship Meet,10/25/2019,8000.0,Cedar Creek Golf Course -,"Ottumwa, IA"
16453,CCAA Cross Country Championships,10/26/2019,8000.0,Baywood Golf & Country Club,"Humboldt, CA 95518"
16455,2019 America East X-C Championships,11/02/2019,8000.0,University at Albany,"Albany, NY 12222"
16460,SCAC Cross Country Championships 2019,11/02/2019,8000.0,"Widick Field, Widefield, CO","Colorado Springs, CO 80903"
16461,2019 Liberty League Championships,11/02/2019,8000.0,Bard College,"Annandale-On-Hudson, NY 12504"
16462,Ohio Athletic Conference XC Championships,11/02/2019,8000.0,John Carroll,"University Heights, OH 44118"
16465,CVC Cross Country Championships,10/28/2019,6436.0,Woodward Park-Fresno,"Fresno, CA"
16471,2019 GLVC Cross Country Championships,10/26/2019,8000.0,Angel Mounds,"Evansville, IN"
16472,CSAC CHAMP PREVIEW,10/10/2019,8000.0,PSU Harrisburg,"Middletown, PA"
16473,Meghan Memorial XC,10/05/2019,5000.0,Hilbert College,5200 South Park Ave
16475,FSU Invitational,10/11/2019,8000.0,Apalachee Regional Park,"Tallahassee, FL 00000"
16476,2019 UMAC Cross Country Championship,11/02/2019,8000.0,Nemadji Golf Course,5 N 58th St
16477,Metropolitan Athletic Championship,10/11/2019,8045.0,Van Cortlandt Park in the Bronx,Broadway & Vancortlandt Park
16479,Royals XC Challenge,10/11/2019,8000.0,McAlpine Park,"Charlotte, NC 28211"
16480,ETBU Tiger Invitational,10/11/2019,7980.0,East Texas Baptist,"Marshall, TX"
16481,The Bluefield/Mercer Cup 2019,10/24/2019,5000.0,Bluefield,
16482,Pomona Pitzer Cross Country Invite,10/12/2019,8000.0,Pomona Pitzer,"Claremont, CA 91711"
16483,Gene Davis Invitational,10/12/2019,8000.0,Reid Municipal Golf Course,"Appleton, WI"
16484,Jack Saint Clair Memorial Cross Country Championship,10/12/2019,8000.0,Belmont Plateau,"Philadelphia, PA"
16485,2019 Vanguard Invitational,10/12/2019,7996.0,Irvine Regional Park,", CA"
16489,Golden Eagle Invitational,10/12/2019,8000.0,Bethpage State Park,"Bethpage, NY 11530"
16491,Penn State Fayette Invitational,10/12/2019,8045.0,Penn State Fayette,"Lemont Furnace, PA 15456"
16492,James Early Invitational,10/12/2019,8000.0,Stanley Park,"Westfield, MA 01085"
16493,BILL LENNOX / SRU 2019,10/12/2019,8000.0,LAWRENCE COUNTY FAIRGROUNDS,"NEW CASTLE, PA 16101"
16494,SUU Color Country Invitational 2019,10/12/2019,6000.0,Cedar Ridge Golf Course,"Cedar City, UT 84721"
16512,2019 GLIAC Cross Country Championships,10/26/2019,8000.0,Purdue Northwest,"Hammond, IN"
16513,2019 Peach Belt Conference Cross Country Championship,10/26/2019,8000.0,Luther Britt Park,"Lumberton, NC"
16514,Haskell Invitational,10/12/2019,8000.0,Haskell Indian Nations University,155 E Indian Ave
16515,East Coast Conference Championsips,10/26/2019,8000.0,NYIT,"Old Wesbury, NY 11568"
16516,Skyline Conference Championship,10/31/2019,8000.0,Mount Saint Mary,"Milton, NY 11764"
16518,PSAC Championships,10/25/2019,8000.0,Bloomsburg University,"Bloomsburg, PA 17815"
16522,Goldey Beacom Fall Classic,09/20/2019,7996.0,Carousel Park,"Wilmington, DE 19808"
16523,Disney Cross Country Classic,10/12/2019,8000.0,ESPN WWOS Complex,"Orlando, FL 11111"
16525,MIAA Cross Country Championships,10/26/2019,8000.0,Missouri Southern,"Joplin, MO 64801"
16526,CCCAA Cross Country State Championships,11/23/2019,6436.0,Woodward Park-Fresno,"Fresno, CA"
16532,Reif Memorial,10/25/2019,5000.0,Cornell University Moakley Course,"Ithaca, NY 14863"
16533,BA 4K,10/02/2019,4000.0,Bryn Athyn,"Bryn Athyn, PA"
16534,SIAC Cross Country Championships,10/25/2019,8000.0,Winthrop Farm XC Course,"Rock Hill, SC 29733"
16535,2019 John Payne/Curtis XC Invitational,10/05/2019,8000.0,Chambers Bay Central Meadow,"University Place, WA 98467"
16540,Horizon League Cross Country Championships,11/02/2019,8000.0,Valhalla Cross Country Course,"Highland Heights, KY 41099"
16544,2019 SPC Cross County Invitational,10/05/2019,8000.0,South Plains College,"Levelland, TX 79336"
16545,2019 NWAC Cross Country Championships,11/18/2019,8000.0,St Martin's University,"Lacey, WA"
16550,2019 CCCAA Northern California Championship,11/08/2019,6436.0,Toro Park,"Salinas, CA 93905"
16551,NCAA Division II Atlantic Region Cross Country Championships,11/09/2019,10000.0,Lock Haven University,"Lock Haven, PA 17745"
16552,NCAA Division II Central Region Cross Country Championships,11/09/2019,10000.0,Missouri Southern,"Joplin, MO 64801"
16555,NCAA Division II South Region Cross Country Championships,11/09/2019,10000.0,Holloway Park,"Lakeland, FL 33801"
16556,NCAA Division II South Central Region Cross Country Championships,11/09/2019,10000.0,WTAMU XC Range,"Canyon, TX 79015"
16557,NCAA Division II Southeast Region Cross Country Championships,11/09/2019,10000.0,Wingate University,220 N Camden Rd.
16558,NCAA Division II West Region Cross Country Championships,11/09/2019,10000.0,Ash Creek Preserve,"Monmouth, OR 97361"
16561,NCAA Division III Atlantic Region Cross Country Championships,11/16/2019,8000.0,St. Lawrence University,"Canton, NY 13617"
16562,NCAA Division III Central Region Cross Country Championships,11/16/2019,8000.0,Wartburg College,"Waverly, IA 50677"
16563,NCAA Division III West Region Cross Country Championships,11/16/2019,8000.0,Hosted By Pomona-Pitzer Colleges,Blanchard Park Wash
16564,NCAA Division III Mideast Region Cross Country Championships,11/16/2019,8000.0,Goodman Campus at Lehigh University,"Bethlehem, PA 18104"
16565,NCAA Division III Great Lakes Region Cross Country Championships,11/16/2019,8000.0,Calvin College,"Grand Rapids, MI 49546"
16567,NCAA Division III New England Region Cross Country Championships,11/16/2019,8000.0,Bowdoin,"Brunswick, ME"
16568,NCAA Division III South/Southeast Region Cross Country Championships,11/16/2019,8000.0,Rhodes (Eastern Deadline),6900 Mullins Station Rd
16569,Carnegie Mellon Invitational,10/12/2019,8000.0,Oval in Schenley Park,"Pittsburgh, PA"
16571,WPCC Conference Championship,10/17/2019,7996.0,Westmoreland County Community College,"Youngwood, PA 15697"
16572,SLIAC Cross Country Championships,11/02/2019,8000.0,E.P. Tom Sawyer State Park,Freys Hill Rd
16573,Penn State National Open,10/18/2019,8366.0,Penn State University,"State College, PA 00000"
16574,NCAA Division I Mountain Region Cross Country Championships,11/15/2019,10000.0,Rose Park Golf Course,"Salt Lake City, UT UT"
16576,NCAA Division I Mid-Atlantic Region Cross Country Championships,11/15/2019,10000.0,Goodman Campus at Lehigh University,"Bethlehem, PA 18015"
16577,NCAA Division I Midwest Region Cross Country Championships,11/15/2019,10000.0,OSU Cross Country Course,"Stillwater, OK 74078"
16578,NCAA Division I Northeast Region Cross Country Championships,11/15/2019,10000.0,UB North Campus,"Amherst, NY 14260"
16580,NCAA Division I Southeast Region Cross Country Championships,11/15/2019,10000.0,Panorama Farms,"Earlysville, VA 22936"
16583,Nuttycombe Invitational,10/18/2019,8000.0,Thomas Zimmer Cross Country Course,"Verona, WI 53711"
16585,SUNYAC Cross Country Championships,11/02/2019,8000.0,Hudson Valley Sports Dome,"Milton, NY"
16586,Empire 8 Cross Country Championships,11/02/2019,8000.0,St. John Fisher College,"Rochester, NY 14618"
16587,La Roche University Invitational,10/18/2019,5000.0,La Roche University,"Pittsburgh, PA"
16588,MASCAC Cross Country Championships,11/02/2019,8045.0,Moore State Park,"Paxton, MA 01612"
16589,Army vs. Navy Star Meet,10/18/2019,7600.0,Bowdoin Park,"Wappingers Falls, NY 10996"
16590,High Point University Vertcross,10/18/2019,8000.0,Beeson Park,"Kearnersville, NC 28645"
16591,Hamilton College Tune-up Invitational,10/26/2019,4000.0,Hamilton College Golf Course,"Clinton, NY"
16592,53rd R.K. Munsey UAlbany Cross Country Invitational,10/18/2019,5000.0,University at Albany,"Albany, NY 12222"
16593,Concord Alumni Invitational,10/18/2019,8000.0,Pipestem State Park,"Pipestem, WV 25979"
16594,St. Bonifacius Invitational,10/18/2019,8000.0,Crown College,"City Not Supplied, MN"
16595,Wilmington / Muskingum Dual XC Meet,10/18/2019,5000.0,Wilmington College,"Wilmington, OH 45177"
16596,Garden City Dual Meet,10/18/2019,6200.0,Augusta Canal Towpath,"Augusta, GA"
16598,Thomas College Cross Country Open,10/25/2019,5000.0,Thomas College,"Waterville, ME 04901"
16599,Mountain Valley Conference Championships,10/19/2019,6596.0,Herkimer County CC,"Herkimer, NY 13350"
16600,Arturo Barrios Invitational,10/19/2019,8000.0,Dale Watts '71 XC Course,"College Station, TX 77843"
16601,U.P. College Cross Country Championships,10/18/2019,7996.0,NMU Golf Course,"Marquette, Mi 49855"
16602,Pre-National Invitational,10/19/2019,8000.0,LaVern Gibson Championship Course,"Terre Haute, IN 00000"
16603,Kollege Town Sports Invitational,10/19/2019,8000.0,Lake Breeze Golf Course,"Winneconne, WI"
16604,Jim Drews/Tori Neubauer Invitational,10/19/2019,8000.0,Ettrick Golf Course,"Ettrick, WI 54601"
16605,St. Joseph's College Invitational,10/19/2019,7996.0,Sunken Meadow State Park,"Kings Park, NY"
16607,Western New England University Invitational,10/19/2019,8000.0,Weatern New England Univesity Cross-Country Course,"Springfield, MA 01119"
16608,UVM Host Cross-Country Run Meet #2,10/19/2019,7996.0,Hard'Ack Rec Area,"St. Albans, VT 05478"
16609,Wisconsin Private College Championships 2019,10/19/2019,8045.0,Colburn Park,"Green Bay, WI 54115"
16610,UE Invitational 2019,10/19/2019,8000.0,Angel Mounds Cross Country Course,"Evansville, IN 47715"
16611,Wooster Vs Kenyon,10/19/2019,8000.0,Kenyon College,"Gambier, OH 43022"
16612,Hood College Open,10/19/2019,8000.0,Utica Park,10200-B Old Frederick Rd
16613,SSU Last Chance,10/29/2019,5000.0,Savannah State University,"Savannah, GA 30066"
16616,Southern Conference XC Championship 2019,11/02/2019,8000.0,Pine Oaks Golf Course,"Johnson City, TN 37614"
16621,2019 NEWMAC Cross Country Championships,11/03/2019,8000.0,Franklin Park,1 Franklin Park Dr
16622,GNAC XC Championships,11/02/2019,8000.0,St. Joseph's College of Maine,278 Whites Bridge Rd
16625,Southern Athletic Association Cross Country Championships 2019,11/02/2019,8000.0,Berry College,"Mount Berry, GA 30066"
16626,Conference USA Cross Country Championships,11/02/2019,8000.0,Western Kentucky,"Bowling Green, KY 42101"
16627,Summit League Cross Country Championship,11/02/2019,8000.0,Rose Creek Golf Course,"Fargo, ND 58103"
16628,BA 4K #2,10/21/2019,4000.0,Bryn Athyn,"Bryn Athyn, PA"
16630,Midwest Conference Cross Country Championships,11/02/2019,8000.0,Hosted by Knox College,"Galesburg, IL 61401"
16633,Grove City College Twilight 5k,11/08/2019,5000.0,Grove City,"Grove City, PA"
16634,UW-Oshkosh Open,10/25/2019,8000.0,UW-Whitewater,"Whitewater, WI 53190"
16635,Luther vs. La Crosse Dual,10/25/2019,5000.0,Luther College,"Decorah, IA 52101"
16636,The Dual at the Tweetsie,10/25/2019,5000.0,"Tweetsie Trail, Elizabethton, TN","Elizabethton, TN 37643"
16638,Reinhardt - Bryan Dual Meet,10/25/2019,6000.0,Boling Park,"Canton, IA"
16639,UW-Eau Claire City Wells 5K,10/25/2019,5000.0,Wis.-Eau Claire (Eastern Deadline),"Eau Claire, WI 54702"
16640,Gulf South Conference XC Championships 2019,10/26/2019,8000.0,Montevallo XC Course,901 Shelby Street
16641,Mountain East Conference Cross Country Championships,10/26/2019,8000.0,Grispin Golf Course (at Oglebay Resort),"Wheeling, WV 26003"
16642,2019 Great American Conference Championships,10/26/2019,8000.0,Ouachita Baptist Trails,"Arkadelphia, AR"
16643,NJCAA Region IX XC Championships,10/26/2019,8000.0,Doane College XC Course,"Crete, NE 68372"
16644,NAIA Mid-States Classic,10/26/2019,8000.0,Kansas Veterans Home,"Winfield, KS 67156"
16645,NJCAA Region VI XC Championships,10/26/2019,8000.0,Allen County Country Club,"Iola, KS 66062"
16646,Bob Jones Invitational,10/26/2019,8000.0,South Carolina,"Columbia, SC 29208"
16647,NAIA Seminole Valley Stampede Hosted By Mount Mercy Universi,10/26/2019,8000.0,Seminole Valley Park,"Cedar Rapids, IA"
16648,NJCAA Region V Championships at Western Texas,10/26/2019,8000.0,Western Texas Cross Country Course,"Snyder, TX 79549"
16649,Central Atlantic Collegiate Conference XC Champs,10/27/2019,8000.0,Belmont Plateau,"Philadelphia, PA 19131"
16650,NSIC Confernece Championship,10/26/2019,8000.0,Wayne State College,"Wayne, NE 68787"
16653,2019 Utah XC Open,10/25/2019,6000.0,Sunnyside Park,"Salt Lake City, UT UT"
16656,SEC Championships,11/01/2019,8000.0,Kentucky Horse Park,"Lexington, KY 00000"
16657,2019 Southland Conference Championships,11/01/2019,8000.0,Beaverfork Lake,"Conway, AR"
16658,ACC Cross Country Championships,11/01/2019,8000.0,Hosted By Virginia Tech,"Blacksburg, VA 24061"
16659,Mountain West Championships,11/01/2019,8000.0,Utah St. University,"Logan, UT 84322"
16660,West Coast Conference,11/01/2019,8000.0,Woodley Lakes Golf Course,"Van Nuys, CA 90045"
16661,2019 Cal Pac XC Men,11/01/2019,8000.0,Woodward Park-Fresno,"Fresno, CA"
16664,Atlantic 10 Cross Country Championships,11/02/2019,8000.0,Hosted By George Mason,"Leesburg, VA 20175"
16665,Sun Belt Conference,11/02/2019,8000.0,Nash Battlefield Park,"Hampton, GA 02121"
16666,2019 SCIAC Cross Country Championships,11/02/2019,7996.0,Pomona Pitzer,"Claremont, CA 91711"
16667,North Coast AC Championships,11/02/2019,8000.0,Northview Church,"Carmel , IN 46033"
16668,Northeast Conference Championship,11/02/2019,8000.0,Stanley Quarter Park Course,"New Britian, CT 06320"
16669,Ohio Valley Conference Championship,11/02/2019,8000.0,SIUE xc campus course,"Edwardsville, IL 62026"
16670,NESCAC Cross Country Championships,11/02/2019,8000.0,Mt Greylock High School,"Williamstown, MA"
16671,CSAC Championships,11/02/2019,8000.0,Bryn Athyn College,"Philadelphia, PA"
16672,Western Athletic Conference XC Championships,11/02/2019,8000.0,Swope Park XC Course,"Kansas City, MO 64132"
16673,AMCC Championship,11/02/2019,7996.0,PSU Behrend,"Erie, PA 16563"
16674,Mid American Conference Meet,11/02/2019,8000.0,NIU North 40 Cross Country Course,"DeKalb, IL 00000"
16675,American Rivers Conference Championships,11/02/2019,8000.0,Dubuque Soccer Complex,"Dubuque, IA 52001"
16676,2019 NACC Championships,11/02/2019,8000.0,Greenfield Park,"West Allis, WI 53214"
16677,CCIW Championships,11/02/2019,8000.0,Saukie Golf Course,"Rock Island, IL 61201"
16678,MIAC Conference Championships,11/02/2019,8000.0,Carleton College,"Northfield, MN 55057"
16679,NAC Cross-Country Run Championship,11/02/2019,7996.0,NVU Lyndon,"Lyndon, VT 05849"
16680,WIAC Conference Championships,11/02/2019,8000.0,Cole Acres Country Club,"Platteville, WI 53818"
16681,2019 American Athletic Conference XC Championships,11/01/2019,8000.0,Shelby Farms-Country Course,6903 Great View Dr N.
16684,UAA Championships,11/02/2019,8000.0,Oval at Schendley Park,"Pittsburgh, PA 15222"
16685,Big Ten Championships,11/03/2019,8000.0,Ohio State University Golf Club,"Columbus, OH 00000"
16686,SSAC XC Championships 2019,11/02/2019,8000.0,Oakville Indian Mounds Park,1219 Co. Rd. 187
16687,HCAC Championship,11/03/2019,8000.0,LaVern Gibson Championship Course,599 South Tabor Town Street
16690,2019 Codfish Bowl,09/28/2019,8000.0,Franklin Park,"Boston, MA 02131"
16691,2019 Emmanuel Saints Fens Classic,08/30/2019,5000.0,Back Bay Fens,400 The Fenway
16692,North Central College Red-White Open,11/07/2019,4827.0,St. James Forest Preserve,2S541 Winfield Road
16693,The Great Karhu Shoe Run,11/07/2019,8000.0,St. Olaf Arb.,"Northfield, MN 55057"
16694,North Star Athletic Association CROSS COUNTRY Championships,11/08/2019,8000.0,Bear Creek Golf Course,"Forest City, IA"
16695,AMC XC Championships,11/08/2019,8000.0,North Farm,"Elsah, IL"
16696,2019 RRAC Championship,11/08/2019,8000.0,Windcrest Golf Club,"Windcrest, TX"
16697,Saga Cup,11/08/2019,8000.0,Luther College,"Decorah, IA 52101"
16698,Wooster Twilight 5k Challenge,11/08/2019,5000.0,College of Wooster,"Wooster, OH 44691"
16699,2019 GSAC Cross Country Championships,11/08/2019,7996.0,Irvine Regional Park,", CA"
16701,Sooner Athletic Conference Championships,11/09/2019,8000.0,Woodson Park,"Oklahoma City, OK"
16702,GPAC 2019 XC Championship,11/09/2019,8000.0,Dordt XC Course,"Sioux Center, IA 51250"
16703,HAAC XC Championships,11/09/2019,8000.0,Fayette Golf Course,"Fayette, MO 65248"
